src_id,tgt_id,securebert_score,predicted_rel
5.2-2,5.3.1-2,0.9448,EQUIVALENCE
5.3-4B,5.2.4-1.1,0.9448,EQUIVALENCE
5.1-4,5.1.3-1.1,0.9448,EQUIVALENCE
5.5-2,5.2.4-3,0.9448,EQUIVALENCE
5.6-2,5.3.1-3,0.9448,EQUIVALENCE
5.6-2,5.4.2-4,0.9447,EQUIVALENCE
5.3-12,5.3.1-2,0.9447,EQUIVALENCE
5.3-6B,5.1.4-1,0.9447,EQUIVALENCE
5.3-7,5.2.2-2,0.9447,EQUIVALENCE
5.6-8,5.2.3-2.1,0.9447,EQUIVALENCE
5.11-4,5.4.2-1,0.9447,EQUIVALENCE
5.1-1,5.2.2-2,0.9447,EQUIVALENCE
5.13-1B,5.1.4-4,0.9447,EQUIVALENCE
5.2-3,5.1.3-1,0.9447,EQUIVALENCE
5.5-4,5.2.1-4.1,0.9447,EQUIVALENCE
5.5-1,5.2.4-1,0.9447,EQUIVALENCE
5.11-3,5.2.2-2,0.9447,EQUIVALENCE
5.1-2,5.1.3-1,0.9446,EQUIVALENCE
5.2-2,5.2.1-2,0.9446,EQUIVALENCE
5.3-1,5.4.1-1.1,0.9446,EQUIVALENCE
5.2-2,5.1.3-1.2,0.9446,EQUIVALENCE
5.11-2,5.2.3-2.2,0.9446,EQUIVALENCE
5.3-8,5.1.1-2.1,0.9446,EQUIVALENCE
5.11-2,5.3.1-2.1,0.9446,EQUIVALENCE
5.6-2,5.2.5-4,0.9446,EQUIVALENCE
5.1-4,5.2.1-4.1,0.9446,EQUIVALENCE
5.13-1A,5.2.1-2,0.9446,EQUIVALENCE
5.2-1,5.2.4-2.1,0.9446,EQUIVALENCE
5.6-1,5.2.4-3,0.9445,EQUIVALENCE
5.5-5,5.1.2-2,0.9445,EQUIVALENCE
5.5-6,5.1.3-1.1,0.9445,EQUIVALENCE
5.3-4B,5.2.1-4,0.9445,EQUIVALENCE
5.12-2,5.1.2-2,0.9445,EQUIVALENCE
5.3-6B,5.2.4-2.1,0.9445,EQUIVALENCE
5.3-12,5.1.2-1.1,0.9445,EQUIVALENCE
5.1-5,5.1.3-1.1,0.9445,EQUIVALENCE
5.2-3,5.2.4-1.1,0.9445,EQUIVALENCE
5.3-2,5.1.3-1.2,0.9445,EQUIVALENCE
5.3-14,5.1.3-1,0.9445,EQUIVALENCE
5.0-1,5.5.1-2,0.9444,EQUIVALENCE
5.3-4B,5.1.2-1,0.9444,EQUIVALENCE
5.4-3,5.2.1-4,0.9444,EQUIVALENCE
5.1-1,5.2.1-4.1,0.9444,EQUIVALENCE
5.1-3,5.1.2-1,0.9444,EQUIVALENCE
5.5-2,5.1.1-2.1,0.9444,EQUIVALENCE
5.3-8,5.3.1-2.1,0.9444,EQUIVALENCE
5.2-2,5.1.3-1.1,0.9444,EQUIVALENCE
5.11-3,5.2.1-2,0.9444,EQUIVALENCE
5.4-4,5.1.2-1,0.9444,EQUIVALENCE
5.6-1,5.1.2-1,0.9444,EQUIVALENCE
5.6-4B,5.1.4-4,0.9444,EQUIVALENCE
5.2-1,5.2.3-2,0.9444,EQUIVALENCE
5.3-15A,5.2.3-2.1,0.9444,EQUIVALENCE
5.3-10,5.2.5-1,0.9444,EQUIVALENCE
5.8-3,5.1.1-2.2,0.9443,EQUIVALENCE
5.3-14,5.2.2-2,0.9443,EQUIVALENCE
5.3-8,5.2.1-2,0.9443,EQUIVALENCE
5.6-3,5.2.5-2.1,0.9443,EQUIVALENCE
5.1-2,5.3.1-2.1,0.9443,EQUIVALENCE
5.3-13,5.1.3-1.1,0.9443,EQUIVALENCE
5.6-8,5.1.2-3,0.9443,EQUIVALENCE
5.6-3,5.4.1-2,0.9443,EQUIVALENCE
5.6-2,5.2.4-1.1,0.9442,EQUIVALENCE
5.10-1,5.1.3-1,0.9442,EQUIVALENCE
5.6-9,5.1.4-5,0.9442,EQUIVALENCE
5.3-4A,5.1.4-4,0.9442,EQUIVALENCE
5.3-2,5.2.3-2,0.9442,EQUIVALENCE
5.3-4B,5.2.5-1,0.9442,EQUIVALENCE
5.3-11,5.1.2-1,0.9442,EQUIVALENCE
5.8-3,5.1.3-1,0.9442,EQUIVALENCE
5.13-1A,5.1.3-4,0.9442,EQUIVALENCE
5.9-3,5.1.3-1.1,0.9442,EQUIVALENCE
5.3-5,5.2.5-4.1,0.9442,EQUIVALENCE
5.1-5,5.1.2-6,0.9441,EQUIVALENCE
5.3-7,5.1.2-3,0.9441,EQUIVALENCE
5.9-3,5.1.2-4,0.9441,EQUIVALENCE
5.5-1,5.4.1-2,0.9441,EQUIVALENCE
5.10-1,5.4.2-3,0.9441,EQUIVALENCE
5.3-3,5.2.5-4.1,0.9441,EQUIVALENCE
5.2-2,5.3.1-1,0.9441,EQUIVALENCE
5.3-4A,5.2.1-3.1,0.9441,EQUIVALENCE
5.9-3,5.1.3-1.2,0.9441,EQUIVALENCE
5.11-3,5.1.2-6,0.9441,EQUIVALENCE
5.3-12,5.1.2-6,0.944,EQUIVALENCE
5.9-3,5.1.2-6,0.944,EQUIVALENCE
5.12-1,5.1.2-3,0.944,EQUIVALENCE
5.12-2,5.4.1-1,0.944,EQUIVALENCE
5.5-6,5.1.1-2,0.944,EQUIVALENCE
5.3-4A,5.4.2-4,0.944,EQUIVALENCE
5.10-1,5.2.4-1.1,0.944,EQUIVALENCE
5.3-8,5.2.5-4.1,0.944,EQUIVALENCE
5.1-2,5.2.4-1.1,0.944,EQUIVALENCE
5.1-3,5.2.4-1.1,0.944,EQUIVALENCE
5.3-2,5.2.3-2.1,0.944,EQUIVALENCE
5.6-8,5.5.1-1,0.944,EQUIVALENCE
5.5-2,5.4.1-1,0.9439,EQUIVALENCE
5.8-2,5.2.3-2.1,0.9439,EQUIVALENCE
5.3-1,5.1.2-4,0.9439,EQUIVALENCE
5.3-15A,5.2.1-3.1,0.9439,EQUIVALENCE
5.9-3,5.2.4-1.1,0.9439,EQUIVALENCE
5.3-13,5.1.2-6,0.9439,EQUIVALENCE
5.11-3,5.1.1-2,0.9439,EQUIVALENCE
5.3-3,5.3.1-2.2,0.9439,EQUIVALENCE
5.8-2,5.2.5-4,0.9439,EQUIVALENCE
5.5-5,5.2.1-2,0.9439,EQUIVALENCE
5.5-6,5.2.5-4.1,0.9439,EQUIVALENCE
5.3-14,5.2.4-1.2,0.9439,EQUIVALENCE
5.6-2,5.2.4-1.2,0.9439,EQUIVALENCE
5.9-2,5.2.3-2,0.9439,EQUIVALENCE
5.4-2,5.1.3-1.2,0.9439,EQUIVALENCE
5.9-1,5.3.1-2.1,0.9438,EQUIVALENCE
5.5-1,5.4.1-1.1,0.9438,EQUIVALENCE
5.12-1,5.2.5-3,0.9438,EQUIVALENCE
5.1-2,5.2.5-4,0.9438,EQUIVALENCE
5.3-1,5.1.3-1,0.9438,EQUIVALENCE
5.3-14,5.3.1-3,0.9438,EQUIVALENCE
5.10-1,5.1.2-6,0.9438,EQUIVALENCE
5.5-7,5.3.1-1,0.9438,EQUIVALENCE
5.2-3,5.2.4-1.2,0.9438,EQUIVALENCE
5.10-1,5.1.3-1.2,0.9438,EQUIVALENCE
5.3-14,5.4.2-4,0.9438,EQUIVALENCE
5.0-1,5.2.4-2,0.9438,EQUIVALENCE
5.2-3,5.1.2-5.1,0.9438,EQUIVALENCE
5.13-1A,5.1.2-1.1,0.9438,EQUIVALENCE
5.5-1,5.2.1-4,0.9438,EQUIVALENCE
5.12-1,5.2.2-2,0.9437,EQUIVALENCE
5.5-8,5.2.5-1,0.9437,EQUIVALENCE
5.11-3,5.5.1-1,0.9437,EQUIVALENCE
5.13-1B,5.2.4-2,0.9437,EQUIVALENCE
5.4-1,5.3.1-2.1,0.9437,EQUIVALENCE
5.12-2,5.4.2-1,0.9437,EQUIVALENCE
5.3-10,5.2.2-2,0.9437,EQUIVALENCE
5.6-5,5.1.2-5,0.9437,EQUIVALENCE
5.12-3,5.2.4-1.1,0.9437,EQUIVALENCE
5.1-2,5.1.2-3,0.9437,EQUIVALENCE
5.3-6B,5.1.1-2,0.9437,EQUIVALENCE
5.5-5,5.1.3-3,0.9436,EQUIVALENCE
5.3-10,5.2.3-2,0.9436,EQUIVALENCE
5.1-2,5.1.1-2,0.9436,EQUIVALENCE
5.3-15A,5.1.4-1,0.9436,EQUIVALENCE
5.3-1,5.1.2-6,0.9436,EQUIVALENCE
5.3-15A,5.1.3-4,0.9436,EQUIVALENCE
5.12-3,5.5.1-1,0.9436,EQUIVALENCE
5.4-4,5.2.4-1.1,0.9436,EQUIVALENCE
5.9-2,5.2.2-2,0.9436,EQUIVALENCE
5.10-1,5.2.1-4.1,0.9436,EQUIVALENCE
5.8-3,5.1.2-4,0.9436,EQUIVALENCE
5.1-2,5.1.2-2,0.9435,EQUIVALENCE
5.6-9,5.4.1-2,0.9435,EQUIVALENCE
5.13-1A,5.2.5-4.1,0.9435,EQUIVALENCE
5.5-7,5.2.4-3,0.9435,EQUIVALENCE
5.3-9,5.2.5-1,0.9435,EQUIVALENCE
5.5-5,5.2.4-3,0.9435,EQUIVALENCE
5.3-11,5.3.1-2.1,0.9435,EQUIVALENCE
5.8-1,5.1.3-1.1,0.9435,EQUIVALENCE
5.13-1A,5.4.2-4,0.9435,EQUIVALENCE
5.3-3,5.1.2-3,0.9435,EQUIVALENCE
5.3-2,5.1.4-3,0.9435,EQUIVALENCE
5.8-2,5.1.4-3,0.9435,EQUIVALENCE
5.5-2,5.4.1-2,0.9435,EQUIVALENCE
5.4-3,5.4.2-3,0.9435,EQUIVALENCE
5.3-4B,5.4.1-1.1,0.9435,EQUIVALENCE
5.0-1,5.2.3-1,0.9434,EQUIVALENCE
5.5-8,5.4.2-1,0.9434,EQUIVALENCE
5.5-8,5.2.3-2,0.9434,EQUIVALENCE
5.3-14,5.1.2-1.1,0.9434,EQUIVALENCE
5.6-9,5.1.2-2,0.9434,EQUIVALENCE
5.2-1,5.2.3-4,0.9434,EQUIVALENCE
5.9-1,5.1.2-2,0.9434,EQUIVALENCE
5.5-2,5.1.1-1,0.9434,EQUIVALENCE
5.3-13,5.1.3-4,0.9434,EQUIVALENCE
5.3-16,5.2.2-2,0.9434,EQUIVALENCE
5.3-15B,5.1.4-1,0.9434,EQUIVALENCE
5.3-4B,5.4.2-2,0.9434,EQUIVALENCE
5.3-10,5.1.3-1.1,0.9434,EQUIVALENCE
5.5-1,5.2.5-2.1,0.9433,EQUIVALENCE
5.3-14,5.2.4-2.1,0.9433,EQUIVALENCE
5.3-10,5.1.2-6,0.9433,EQUIVALENCE
5.2-2,5.1.3-1,0.9433,EQUIVALENCE
5.3-6B,5.1.2-4,0.9433,EQUIVALENCE
5.3-6B,5.1.4-3,0.9433,EQUIVALENCE
5.8-2,5.3.1-2.2,0.9433,EQUIVALENCE
5.1-5,5.2.4-1.1,0.9433,EQUIVALENCE
5.7-2,5.3.1-3,0.9433,EQUIVALENCE
5.8-2,5.2.4-1,0.9433,EQUIVALENCE
5.3-10,5.3.1-1,0.9433,EQUIVALENCE
5.0-1,5.1.3-3,0.9433,EQUIVALENCE
5.3-10,5.3.1-2.2,0.9433,EQUIVALENCE
5.3-3,5.2.4-2.1,0.9433,EQUIVALENCE
5.0-1,5.2.1-1,0.9432,EQUIVALENCE
5.12-3,5.2.1-4,0.9432,EQUIVALENCE
5.12-2,5.1.3-1.1,0.9432,EQUIVALENCE
5.8-3,5.2.4-1.1,0.9432,EQUIVALENCE
5.5-2,5.2.1-1,0.9432,EQUIVALENCE
5.9-1,5.1.3-2,0.9432,EQUIVALENCE
5.6-8,5.1.4-1,0.9432,EQUIVALENCE
5.11-4,5.2.4-1.2,0.9432,EQUIVALENCE
5.13-1B,5.3.1-1,0.9432,EQUIVALENCE
5.3-9,5.2.4-2.1,0.9432,EQUIVALENCE
5.3-15B,5.2.3-2,0.9432,EQUIVALENCE
5.3-5,5.2.4-1,0.9432,EQUIVALENCE
5.3-3,5.1.1-2,0.9431,EQUIVALENCE
5.3-6B,5.2.3-2.2,0.9431,EQUIVALENCE
5.13-1B,5.4.1-1.1,0.9431,EQUIVALENCE
5.3-6B,5.2.5-3,0.9431,EQUIVALENCE
5.5-1,5.4.2-2,0.9431,EQUIVALENCE
5.3-13,5.3.1-3,0.9431,EQUIVALENCE
5.3-8,5.4.2-4,0.9431,EQUIVALENCE
5.4-2,5.1.2-6,0.9431,EQUIVALENCE
5.3-5,5.2.4-1.1,0.9431,EQUIVALENCE
5.3-5,5.2.5-2,0.9431,EQUIVALENCE
5.1-2A,5.1.3-1.2,0.9431,EQUIVALENCE
5.5-8,5.4.1-1.1,0.943,EQUIVALENCE
5.3-5,5.1.2-3,0.943,EQUIVALENCE
5.3-10,5.1.2-3,0.943,EQUIVALENCE
5.6-4B,5.2.3-2.2,0.943,EQUIVALENCE
5.5-5,5.1.4-1,0.943,EQUIVALENCE
5.8-3,5.5.1-1,0.943,EQUIVALENCE
5.3-12,5.3.1-2.2,0.943,EQUIVALENCE
5.11-3,5.1.2-5.1,0.943,EQUIVALENCE
5.2-1,5.3.1-1,0.943,EQUIVALENCE
5.11-3,5.3.1-2.1,0.943,EQUIVALENCE
5.12-3,5.3.1-2.1,0.943,EQUIVALENCE
5.13-1A,5.2.1-3,0.943,EQUIVALENCE
5.13-1A,5.2.4-2,0.9429,EQUIVALENCE
5.1-4,5.1.4-3,0.9429,EQUIVALENCE
5.3-7,5.3.1-2.2,0.9429,EQUIVALENCE
5.6-9,5.4.2-1,0.9429,EQUIVALENCE
5.3-14,5.2.1-2,0.9429,EQUIVALENCE
5.8-3,5.3.1-2.2,0.9429,EQUIVALENCE
5.3-7,5.2.1-4.1,0.9429,EQUIVALENCE
5.11-3,5.2.3-2,0.9429,EQUIVALENCE
5.3-1,5.2.4-1,0.9428,EQUIVALENCE
5.5-4,5.4.2-3,0.9428,EQUIVALENCE
5.1-4,5.1.2-3,0.9428,EQUIVALENCE
5.3-1,5.2.5-2.1,0.9428,EQUIVALENCE
5.3-14,5.1.2-1,0.9428,EQUIVALENCE
5.3-15A,5.2.2-2,0.9428,EQUIVALENCE
5.2-2,5.3.1-2.1,0.9428,EQUIVALENCE
5.2-3,5.3.1-2.1,0.9428,EQUIVALENCE
5.12-1,5.2.2-6,0.9428,EQUIVALENCE
5.2-1,5.1.2-1.1,0.9427,EQUIVALENCE
5.3-9,5.2.5-4.1,0.9427,EQUIVALENCE
5.9-2,5.2.4-3,0.9427,EQUIVALENCE
5.6-3,5.2.1-3,0.9427,EQUIVALENCE
5.3-8,5.4.1-2,0.9427,EQUIVALENCE
5.5-2,5.2.1-3,0.9427,EQUIVALENCE
5.11-4,5.2.3-2,0.9427,EQUIVALENCE
5.9-1,5.2.1-4.1,0.9427,EQUIVALENCE
5.1-2A,5.2.3-2,0.9427,EQUIVALENCE
5.2-2,5.4.1-1,0.9427,EQUIVALENCE
5.4-3,5.1.2-6,0.9427,EQUIVALENCE
5.4-2,5.1.3-1.1,0.9427,EQUIVALENCE
5.3-7,5.1.2-2,0.9427,EQUIVALENCE
5.7-1,5.1.3-1.2,0.9427,EQUIVALENCE
5.8-1,5.1.2-3,0.9427,EQUIVALENCE
5.13-1B,5.2.5-1,0.9426,EQUIVALENCE
5.9-1,5.2.1-3,0.9426,EQUIVALENCE
5.2-2,5.2.5-1,0.9426,EQUIVALENCE
5.3-8,5.1.3-1,0.9426,EQUIVALENCE
5.2-3,5.2.1-3,0.9426,EQUIVALENCE
5.5-8,5.2.1-4.1,0.9426,EQUIVALENCE
5.1-4,5.2.5-4,0.9426,EQUIVALENCE
5.5-4,5.1.4-1,0.9426,EQUIVALENCE
5.10-1,5.4.2-4,0.9426,EQUIVALENCE
5.5-8,5.2.1-2,0.9426,EQUIVALENCE
5.3-14,5.2.5-1,0.9426,EQUIVALENCE
5.11-2,5.1.2-3,0.9426,EQUIVALENCE
5.5-6,5.2.5-1,0.9426,EQUIVALENCE
5.12-2,5.2.3-4,0.9426,EQUIVALENCE
5.13-1A,5.4.1-1.1,0.9426,EQUIVALENCE
5.3-15A,5.2.5-2.1,0.9425,EQUIVALENCE
5.2-1,5.3.1-2.1,0.9425,EQUIVALENCE
5.3-15B,5.4.2-3,0.9425,EQUIVALENCE
5.5-6,5.2.5-3,0.9425,EQUIVALENCE
5.4-4,5.1.1-2,0.9425,EQUIVALENCE
5.10-1,5.2.4-2,0.9425,EQUIVALENCE
5.9-2,5.1.3-1.2,0.9425,EQUIVALENCE
5.6-9,5.4.1-3,0.9425,EQUIVALENCE
5.6-3,5.4.2-1,0.9425,EQUIVALENCE
5.9-2,5.5.1-1,0.9425,EQUIVALENCE
5.6-3,5.2.3-4,0.9425,EQUIVALENCE
5.4-1,5.2.1-4.1,0.9425,EQUIVALENCE
5.12-2,5.1.4-2,0.9424,EQUIVALENCE
5.11-4,5.2.1-4,0.9424,EQUIVALENCE
5.5-5,5.4.2-1,0.9424,EQUIVALENCE
5.3-9,5.2.4-1,0.9424,EQUIVALENCE
5.1-2,5.1.3-2,0.9424,EQUIVALENCE
5.8-3,5.2.5-1,0.9424,EQUIVALENCE
5.13-1B,5.1.3-3,0.9424,EQUIVALENCE
5.2-1,5.1.1-2,0.9424,EQUIVALENCE
5.5-6,5.3.1-2,0.9424,EQUIVALENCE
5.9-2,5.2.4-1.1,0.9424,EQUIVALENCE
5.2-3,5.2.1-1,0.9424,EQUIVALENCE
5.5-2,5.1.3-1.3,0.9424,EQUIVALENCE
5.3-3,5.2.4-1.1,0.9424,EQUIVALENCE
5.9-3,5.1.3-1.3,0.9424,EQUIVALENCE
5.2-2,5.1.2-1.1,0.9424,EQUIVALENCE
5.11-4,5.3.1-1,0.9424,EQUIVALENCE
5.5-4,5.2.3-2.1,0.9424,EQUIVALENCE
5.8-2,5.4.2-3,0.9424,EQUIVALENCE
5.3-14,5.2.2-3,0.9424,EQUIVALENCE
5.5-8,5.2.2-1,0.9424,EQUIVALENCE
5.6-1,5.5.1-1,0.9424,EQUIVALENCE
5.12-1,5.1.2-2,0.9424,EQUIVALENCE
5.8-1,5.1.2-4,0.9424,EQUIVALENCE
5.5-5,5.2.3-2.2,0.9423,EQUIVALENCE
5.9-2,5.2.4-2,0.9423,EQUIVALENCE
5.1-4,5.1.2-1,0.9423,EQUIVALENCE
5.2-3,5.2.2-5,0.9423,EQUIVALENCE
5.13-1A,5.2.3-2.2,0.9423,EQUIVALENCE
5.8-1,5.2.2-1,0.9423,EQUIVALENCE
5.6-8,5.1.2-4,0.9423,EQUIVALENCE
5.3-5,5.2.1-2,0.9423,EQUIVALENCE
5.6-4B,5.2.3-2.1,0.9423,EQUIVALENCE
5.8-1,5.3.1-1,0.9423,EQUIVALENCE
5.3-14,5.4.1-1,0.9423,EQUIVALENCE
5.3-12,5.1.2-3,0.9422,EQUIVALENCE
5.12-3,5.1.2-6,0.9422,EQUIVALENCE
5.3-16,5.1.3-1.2,0.9422,EQUIVALENCE
5.8-1,5.2.2-3,0.9422,EQUIVALENCE
5.3-16,5.3.1-2,0.9422,EQUIVALENCE
5.0-1,5.4.1-3,0.9422,EQUIVALENCE
5.8-2,5.1.3-3,0.9422,EQUIVALENCE
5.5-6,5.1.3-4,0.9422,EQUIVALENCE
5.8-2,5.4.2-1,0.9422,EQUIVALENCE
5.8-3,5.1.3-1.3,0.9422,EQUIVALENCE
5.1-5,5.1.2-1,0.9422,EQUIVALENCE
5.12-3,5.3.1-2.2,0.9421,EQUIVALENCE
5.2-1,5.1.2-1,0.9421,EQUIVALENCE
5.11-4,5.2.2-4,0.9421,EQUIVALENCE
5.13-1B,5.1.3-1.1,0.9421,EQUIVALENCE
5.4-3,5.1.3-1,0.9421,EQUIVALENCE
5.11-3,5.2.4-1,0.9421,EQUIVALENCE
5.3-9,5.1.2-3,0.9421,EQUIVALENCE
5.11-1,5.1.3-1.2,0.9421,EQUIVALENCE
5.12-1,5.1.3-1.2,0.9421,EQUIVALENCE
5.8-1,5.2.5-1,0.9421,EQUIVALENCE
5.9-3,5.1.3-4,0.9421,EQUIVALENCE
5.3-6B,5.2.5-2.1,0.9421,EQUIVALENCE
5.9-3,5.3.1-2.2,0.9421,EQUIVALENCE
5.3-12,5.2.5-2,0.942,EQUIVALENCE
5.6-9,5.1.4-3,0.942,EQUIVALENCE
5.1-3,5.1.2-5,0.942,EQUIVALENCE
5.6-1,5.3.1-2,0.942,EQUIVALENCE
5.3-8,5.1.4-3,0.942,EQUIVALENCE
5.3-12,5.1.4-4,0.942,EQUIVALENCE
5.2-3,5.2.1-4.1,0.942,EQUIVALENCE
5.6-4B,5.3.1-2.1,0.942,EQUIVALENCE
5.6-9,5.3.1-1,0.942,EQUIVALENCE
5.3-14,5.4.1-1.1,0.942,EQUIVALENCE
5.3-6B,5.4.1-1.1,0.942,EQUIVALENCE
5.5-1,5.2.5-3,0.942,EQUIVALENCE
5.5-6,5.3.1-2.2,0.942,EQUIVALENCE
5.3-9,5.3.1-2.2,0.9419,EQUIVALENCE
5.3-15A,5.2.1-4.1,0.9419,EQUIVALENCE
5.3-10,5.2.1-4.1,0.9419,EQUIVALENCE
5.5-2,5.2.3-2.2,0.9419,EQUIVALENCE
5.4-4,5.2.3-2.1,0.9419,EQUIVALENCE
5.3-6B,5.2.3-2.1,0.9419,EQUIVALENCE
5.5-5,5.2.5-3,0.9419,EQUIVALENCE
5.3-15A,5.2.1-2,0.9419,EQUIVALENCE
5.3-9,5.1.3-2,0.9419,EQUIVALENCE
5.12-2,5.2.1-3,0.9419,EQUIVALENCE
5.3-6B,5.2.4-1.1,0.9419,EQUIVALENCE
5.0-1,5.2.1-3,0.9419,EQUIVALENCE
5.1-3,5.2.2-1,0.9419,EQUIVALENCE
5.4-3,5.4.2-2,0.9419,EQUIVALENCE
5.13-1B,5.2.4-3,0.9419,EQUIVALENCE
5.2-1,5.2.1-4,0.9418,EQUIVALENCE
5.12-1,5.2.5-2,0.9418,EQUIVALENCE
5.3-15B,5.1.3-4,0.9418,EQUIVALENCE
5.6-2,5.2.4-3,0.9418,EQUIVALENCE
5.5-6,5.1.1-1.1,0.9418,EQUIVALENCE
5.3-4B,5.2.4-1,0.9418,EQUIVALENCE
5.3-15B,5.3.1-2.2,0.9418,EQUIVALENCE
5.6-1,5.1.3-4,0.9418,EQUIVALENCE
5.12-3,5.2.1-2,0.9418,EQUIVALENCE
5.2-2,5.4.2-1,0.9418,EQUIVALENCE
5.5-7,5.1.2-6,0.9418,EQUIVALENCE
5.11-4,5.5.1-1,0.9418,EQUIVALENCE
5.6-9,5.1.1-2.1,0.9418,EQUIVALENCE
5.2-3,5.4.2-3,0.9418,EQUIVALENCE
5.2-2,5.1.3-1.3,0.9418,EQUIVALENCE
5.5-5,5.4.1-1,0.9417,EQUIVALENCE
5.1-4,5.1.4-1,0.9417,EQUIVALENCE
5.5-2,5.4.2-2,0.9417,EQUIVALENCE
5.1-3,5.1.3-4,0.9417,EQUIVALENCE
5.9-1,5.1.4-1,0.9417,EQUIVALENCE
5.7-2,5.2.1-4.1,0.9417,EQUIVALENCE
5.12-3,5.1.1-2,0.9417,EQUIVALENCE
5.1-1,5.5.1-1,0.9417,EQUIVALENCE
5.5-4,5.1.2-6,0.9417,EQUIVALENCE
5.1-2,5.4.1-1.1,0.9417,EQUIVALENCE
5.3-6B,5.1.4-2,0.9417,EQUIVALENCE
5.12-2,5.1.2-5.1,0.9417,EQUIVALENCE
5.1-2A,5.2.2-3,0.9417,EQUIVALENCE
5.2-2,5.3.1-2.2,0.9417,EQUIVALENCE
5.1-3,5.5.1-1,0.9417,EQUIVALENCE
5.3-12,5.2.3-2,0.9417,EQUIVALENCE
5.9-1,5.2.5-1,0.9416,EQUIVALENCE
5.8-1,5.1.3-1.2,0.9416,EQUIVALENCE
5.3-10,5.2.2-3,0.9416,EQUIVALENCE
5.6-1,5.1.3-1.1,0.9416,EQUIVALENCE
5.12-1,5.1.4-4,0.9416,EQUIVALENCE
5.1-2,5.4.2-2,0.9416,EQUIVALENCE
5.3-12,5.2.1-4.1,0.9416,EQUIVALENCE
5.13-1B,5.2.4-2.1,0.9416,EQUIVALENCE
5.3-5,5.2.1-3.1,0.9415,EQUIVALENCE
5.3-12,5.1.3-2,0.9415,EQUIVALENCE
5.3-3,5.1.3-1.1,0.9415,EQUIVALENCE
5.3-6A,5.4.2-4,0.9415,EQUIVALENCE
5.9-3,5.2.3-2.1,0.9415,EQUIVALENCE
5.8-3,5.2.4-2,0.9415,EQUIVALENCE
5.3-6B,5.1.3-1,0.9415,EQUIVALENCE
5.11-3,5.4.2-2,0.9415,EQUIVALENCE
5.0-1,5.1.1-2.2,0.9415,EQUIVALENCE
5.5-6,5.1.2-1.1,0.9415,EQUIVALENCE
5.3-15B,5.3.1-2.1,0.9415,EQUIVALENCE
5.3-15A,5.2.3-2,0.9415,EQUIVALENCE
5.3-12,5.2.2-6,0.9415,EQUIVALENCE
5.1-4,5.2.3-2.2,0.9415,EQUIVALENCE
5.5-5,5.1.1-1,0.9415,EQUIVALENCE
5.3-6B,5.2.4-1,0.9415,EQUIVALENCE
5.10-1,5.2.1-4,0.9415,EQUIVALENCE
5.1-2,5.1.4-3,0.9415,EQUIVALENCE
5.2-3,5.2.5-4,0.9415,EQUIVALENCE
5.13-1B,5.2.3-4,0.9414,EQUIVALENCE
5.1-4,5.2.3-2.1,0.9414,EQUIVALENCE
5.6-4B,5.4.2-4,0.9414,EQUIVALENCE
5.10-1,5.2.5-4.1,0.9414,EQUIVALENCE
5.5-8,5.1.3-1,0.9414,EQUIVALENCE
5.6-7,5.1.3-1.2,0.9414,EQUIVALENCE
5.9-3,5.2.4-1,0.9414,EQUIVALENCE
5.3-13,5.1.2-1,0.9414,EQUIVALENCE
5.5-8,5.1.4-3,0.9414,EQUIVALENCE
5.3-14,5.1.3-1.2,0.9414,EQUIVALENCE
5.6-8,5.1.2-2,0.9414,EQUIVALENCE
5.6-6,5.3.1-2.1,0.9414,EQUIVALENCE
5.11-3,5.2.4-2,0.9414,EQUIVALENCE
5.3-13,5.2.3-2.2,0.9414,EQUIVALENCE
5.3-5,5.1.3-4,0.9413,EQUIVALENCE
5.6-2,5.1.2-1,0.9413,EQUIVALENCE
5.8-2,5.1.1-2.2,0.9413,EQUIVALENCE
5.5-8,5.2.4-1,0.9413,EQUIVALENCE
5.2-1,5.2.2-4,0.9413,EQUIVALENCE
5.1-4,5.2.4-1.2,0.9413,EQUIVALENCE
5.2-2,5.2.3-2.1,0.9413,EQUIVALENCE
5.12-3,5.1.2-4,0.9412,EQUIVALENCE
5.11-3,5.2.1-4,0.9412,EQUIVALENCE
5.1-2A,5.5.1-1,0.9412,EQUIVALENCE
5.4-2,5.3.1-1,0.9412,EQUIVALENCE
5.11-4,5.1.2-6,0.9412,EQUIVALENCE
5.5-6,5.1.3-2,0.9412,EQUIVALENCE
5.8-3,5.4.1-1.1,0.9412,EQUIVALENCE
5.11-3,5.1.3-1,0.9411,EQUIVALENCE
5.6-7,5.2.1-2,0.9411,EQUIVALENCE
5.5-2,5.2.4-2,0.9411,EQUIVALENCE
5.3-13,5.4.2-4,0.9411,EQUIVALENCE
5.1-4,5.1.3-2,0.9411,EQUIVALENCE
5.3-6A,5.2.1-4.1,0.9411,EQUIVALENCE
5.3-9,5.2.2-3,0.9411,EQUIVALENCE
5.3-3,5.1.2-1.1,0.9411,EQUIVALENCE
5.6-2,5.1.1-2,0.9411,EQUIVALENCE
5.13-1A,5.1.3-1.3,0.9411,EQUIVALENCE
5.6-2,5.4.2-3,0.9411,EQUIVALENCE
5.0-1,5.4.1-1,0.9411,EQUIVALENCE
5.13-1B,5.1.1-2,0.9411,EQUIVALENCE
5.3-15B,5.2.1-4.1,0.941,EQUIVALENCE
