src_id,tgt_id,cysecbert_score,predicted_rel
5.7-2,5.2.5-4,0.8667,EQUIVALENCE
5.4-4,5.2.5-3,0.8667,EQUIVALENCE
5.8-2,5.1.1-2,0.8667,EQUIVALENCE
5.3-14,5.4.1-2,0.8666,EQUIVALENCE
5.13-1B,5.2.2-2,0.8666,EQUIVALENCE
5.6-4A,5.1.4-4,0.8666,EQUIVALENCE
5.6-3,5.2.2-3,0.8665,EQUIVALENCE
5.10-1,5.4.2-3,0.8665,EQUIVALENCE
5.5-1,5.4.2-2,0.8665,EQUIVALENCE
5.6-9,5.2.5-1,0.8665,EQUIVALENCE
5.12-2,5.1.4-3,0.8665,EQUIVALENCE
5.3-6A,5.2.1-2,0.8665,EQUIVALENCE
5.8-1,5.3.1-2.1,0.8664,EQUIVALENCE
5.3-4B,5.2.4-1,0.8664,EQUIVALENCE
5.12-1,5.2.1-2,0.8664,EQUIVALENCE
5.3-13,5.1.3-2,0.8663,EQUIVALENCE
5.1-2,5.3.1-2,0.8663,EQUIVALENCE
5.5-8,5.5.1-1,0.8663,EQUIVALENCE
5.3-11,5.2.3-4,0.8663,EQUIVALENCE
5.12-1,5.2.1-4.1,0.8663,EQUIVALENCE
5.4-2,5.1.2-1.1,0.8663,EQUIVALENCE
5.11-4,5.5.1-2,0.8663,EQUIVALENCE
5.9-3,5.2.5-3,0.8662,EQUIVALENCE
5.8-1,5.2.4-1.1,0.8662,EQUIVALENCE
5.3-6B,5.2.4-1,0.8662,EQUIVALENCE
5.3-6B,5.1.3-1.2,0.8662,EQUIVALENCE
5.3-2,5.1.4-4,0.8662,EQUIVALENCE
5.7-1,5.2.1-2,0.8661,EQUIVALENCE
5.3-6B,5.2.4-1.1,0.8661,EQUIVALENCE
5.12-2,5.2.2-1,0.8661,EQUIVALENCE
5.11-4,5.2.5-3,0.8661,EQUIVALENCE
5.5-8,5.2.4-1,0.8661,EQUIVALENCE
5.6-9,5.1.2-1.1,0.8661,EQUIVALENCE
5.9-3,5.1.2-1.1,0.8661,EQUIVALENCE
5.0-1,5.1.3-1,0.8661,EQUIVALENCE
5.3-8,5.1.2-7,0.8661,EQUIVALENCE
5.3-5,5.4.2-4,0.866,EQUIVALENCE
5.1-2,5.1.4-2,0.866,EQUIVALENCE
5.11-3,5.1.4-4,0.866,EQUIVALENCE
5.5-7,5.2.4-3,0.8659,EQUIVALENCE
5.5-2,5.3.1-2.2,0.8659,EQUIVALENCE
5.7-1,5.2.3-2,0.8659,EQUIVALENCE
5.9-3,5.3.1-3,0.8659,EQUIVALENCE
5.12-2,5.1.2-5.1,0.8658,EQUIVALENCE
5.0-1,5.1.2-5.1,0.8658,EQUIVALENCE
5.3-6A,5.3.1-3,0.8658,EQUIVALENCE
5.7-1,5.3.1-1,0.8658,EQUIVALENCE
5.11-3,5.2.3-4,0.8658,EQUIVALENCE
5.3-6B,5.2.2-6,0.8658,EQUIVALENCE
5.13-1A,5.2.2-2,0.8658,EQUIVALENCE
5.3-5,5.3.1-1,0.8657,EQUIVALENCE
5.5-2,5.1.3-1.3,0.8657,EQUIVALENCE
5.0-1,5.4.2-4,0.8657,EQUIVALENCE
5.8-2,5.2.2-1,0.8657,EQUIVALENCE
5.11-3,5.2.4-2.1,0.8657,EQUIVALENCE
5.3-14,5.2.5-1,0.8656,EQUIVALENCE
5.3-6B,5.2.5-3,0.8656,EQUIVALENCE
5.3-5,5.2.5-4,0.8656,EQUIVALENCE
5.6-9,5.1.2-1,0.8656,EQUIVALENCE
5.1-3,5.2.1-2,0.8656,EQUIVALENCE
5.6-3,5.2.1-4.1,0.8656,EQUIVALENCE
5.4-3,5.2.1-4.1,0.8656,EQUIVALENCE
5.3-9,5.2.5-4,0.8656,EQUIVALENCE
5.5-2,5.2.2-6,0.8655,EQUIVALENCE
5.7-2,5.1.1-2,0.8655,EQUIVALENCE
5.3-14,5.1.1-2,0.8655,EQUIVALENCE
5.12-1,5.1.3-2,0.8655,EQUIVALENCE
5.5-8,5.2.2-6,0.8655,EQUIVALENCE
5.5-1,5.1.1-2.2,0.8655,EQUIVALENCE
5.11-4,5.1.2-3,0.8654,EQUIVALENCE
5.3-4B,5.2.5-4,0.8654,EQUIVALENCE
5.6-3,5.1.4-2,0.8654,EQUIVALENCE
5.3-11,5.1.2-1.1,0.8654,EQUIVALENCE
5.11-3,5.4.2-3,0.8654,EQUIVALENCE
5.5-1,5.3.1-2.1,0.8654,EQUIVALENCE
5.5-2,5.1.1-2.1,0.8654,EQUIVALENCE
5.1-3,5.1.2-4,0.8653,EQUIVALENCE
5.3-6A,5.2.1-4.1,0.8653,EQUIVALENCE
5.3-5,5.3.1-2.2,0.8653,EQUIVALENCE
5.3-11,5.1.3-1.3,0.8653,EQUIVALENCE
5.5-6,5.1.3-1.3,0.8653,EQUIVALENCE
5.12-2,5.4.1-2,0.8653,EQUIVALENCE
5.3-9,5.1.2-1.1,0.8653,EQUIVALENCE
5.3-4B,5.3.1-2.1,0.8652,EQUIVALENCE
5.6-2,5.2.1-2,0.8652,EQUIVALENCE
5.5-8,5.1.2-1.1,0.8652,EQUIVALENCE
5.6-9,5.4.1-1,0.8652,EQUIVALENCE
5.2-3,5.1.2-6,0.8651,EQUIVALENCE
5.9-2,5.5.1-1,0.8651,EQUIVALENCE
5.6-3,5.2.4-2,0.865,EQUIVALENCE
5.3-15A,5.1.4-4,0.865,EQUIVALENCE
5.6-3,5.1.3-2,0.865,EQUIVALENCE
5.3-4B,5.4.1-3,0.865,EQUIVALENCE
5.3-10,5.2.2-6,0.865,EQUIVALENCE
5.11-1,5.2.1-4.1,0.865,EQUIVALENCE
5.6-2,5.2.5-4,0.865,EQUIVALENCE
5.3-11,5.2.1-4.1,0.8649,EQUIVALENCE
5.6-4A,5.1.2-4,0.8649,EQUIVALENCE
5.5-1,5.1.2-7,0.8649,EQUIVALENCE
5.3-10,5.1.3-1.1,0.8649,EQUIVALENCE
5.12-1,5.1.3-1.1,0.8649,EQUIVALENCE
5.3-6A,5.5.1-1,0.8649,EQUIVALENCE
5.3-10,5.2.2-2,0.8649,EQUIVALENCE
5.4-4,5.1.4-5,0.8648,EQUIVALENCE
5.6-5,5.1.2-7,0.8648,EQUIVALENCE
5.2-1,5.2.3-2,0.8648,EQUIVALENCE
5.12-3,5.1.4-2,0.8648,EQUIVALENCE
5.2-3,5.2.4-3,0.8648,EQUIVALENCE
5.1-4,5.2.3-2.1,0.8647,EQUIVALENCE
5.3-8,5.1.3-1,0.8647,EQUIVALENCE
5.11-4,5.1.2-5.1,0.8647,EQUIVALENCE
5.12-2,5.2.5-3,0.8647,EQUIVALENCE
5.3-11,5.4.1-2,0.8646,EQUIVALENCE
5.5-5,5.3.1-3,0.8646,EQUIVALENCE
5.7-2,5.4.2-4,0.8646,EQUIVALENCE
5.7-2,5.2.5-2,0.8646,EQUIVALENCE
5.3-10,5.1.4-3,0.8646,EQUIVALENCE
5.3-14,5.2.3-4,0.8646,EQUIVALENCE
5.3-12,5.1.3-1.1,0.8646,EQUIVALENCE
5.5-8,5.2.3-2,0.8645,EQUIVALENCE
5.1-4,5.2.1-4.1,0.8645,EQUIVALENCE
5.4-3,5.1.3-4,0.8644,EQUIVALENCE
5.3-3,5.1.2-7,0.8644,EQUIVALENCE
5.5-2,5.2.4-1.1,0.8644,EQUIVALENCE
5.3-6B,5.1.2-7,0.8644,EQUIVALENCE
5.6-2,5.2.1-4.1,0.8644,EQUIVALENCE
5.7-1,5.3.1-2,0.8644,EQUIVALENCE
5.9-3,5.1.2-4,0.8644,EQUIVALENCE
5.1-5,5.1.3-4,0.8644,EQUIVALENCE
5.2-2,5.1.2-7,0.8644,EQUIVALENCE
5.3-14,5.4.1-3,0.8643,EQUIVALENCE
5.4-4,5.1.2-5.1,0.8643,EQUIVALENCE
5.4-4,5.4.1-1.1,0.8642,EQUIVALENCE
5.11-1,5.1.3-2,0.8642,EQUIVALENCE
5.5-8,5.1.2-5,0.8642,EQUIVALENCE
5.11-4,5.2.1-2,0.8642,EQUIVALENCE
5.11-4,5.2.5-2,0.8642,EQUIVALENCE
5.3-8,5.1.4-2,0.8642,EQUIVALENCE
5.3-2,5.3.1-2,0.8642,EQUIVALENCE
5.7-2,5.5.1-2,0.8642,EQUIVALENCE
5.3-9,5.5.1-1,0.8641,EQUIVALENCE
5.10-1,5.1.3-1.1,0.8641,EQUIVALENCE
5.5-5,5.2.3-4,0.8641,EQUIVALENCE
5.2-2,5.1.4-3,0.8641,EQUIVALENCE
5.6-4A,5.1.4-3,0.8641,EQUIVALENCE
5.3-2,5.2.4-3,0.8641,EQUIVALENCE
5.3-6B,5.5.1-2,0.864,EQUIVALENCE
5.6-8,5.1.3-4,0.864,EQUIVALENCE
5.1-2,5.1.2-4,0.864,EQUIVALENCE
5.6-3,5.2.1-2,0.864,EQUIVALENCE
5.11-2,5.2.4-1,0.864,EQUIVALENCE
5.11-4,5.4.1-1,0.864,EQUIVALENCE
5.6-9,5.5.1-2,0.8639,EQUIVALENCE
5.3-6A,5.2.5-4.1,0.8639,EQUIVALENCE
5.11-1,5.2.3-4,0.8639,EQUIVALENCE
5.3-6A,5.1.2-3,0.8639,EQUIVALENCE
5.6-1,5.2.5-4,0.8639,EQUIVALENCE
5.5-8,5.1.3-1.2,0.8639,EQUIVALENCE
5.3-5,5.4.2-3,0.8638,EQUIVALENCE
5.6-1,5.2.5-1,0.8638,EQUIVALENCE
5.3-10,5.2.2-3,0.8638,EQUIVALENCE
5.11-4,5.4.1-1.1,0.8638,EQUIVALENCE
5.8-1,5.2.2-1,0.8638,EQUIVALENCE
5.3-6A,5.3.1-2.2,0.8638,EQUIVALENCE
5.10-1,5.2.1-2,0.8638,EQUIVALENCE
5.8-3,5.1.4-5,0.8638,EQUIVALENCE
5.1-2,5.1.2-5,0.8637,EQUIVALENCE
5.3-3,5.1.2-1.1,0.8637,EQUIVALENCE
5.4-2,5.1.2-7,0.8637,EQUIVALENCE
5.8-2,5.2.4-1.1,0.8637,EQUIVALENCE
5.9-2,5.1.3-1.1,0.8637,EQUIVALENCE
5.2-3,5.3.1-2,0.8636,EQUIVALENCE
5.4-4,5.2.5-2.1,0.8636,EQUIVALENCE
5.5-1,5.4.1-2,0.8636,EQUIVALENCE
5.12-2,5.2.5-4,0.8636,EQUIVALENCE
5.4-3,5.1.1-2.2,0.8636,EQUIVALENCE
5.6-5,5.2.2-2,0.8635,EQUIVALENCE
5.11-3,5.5.1-1,0.8635,EQUIVALENCE
5.12-2,5.1.2-7,0.8635,EQUIVALENCE
5.8-1,5.2.5-2,0.8634,EQUIVALENCE
5.3-6B,5.1.4-4,0.8634,EQUIVALENCE
5.3-13,5.2.3-4,0.8634,EQUIVALENCE
5.5-8,5.1.3-4,0.8634,EQUIVALENCE
5.3-13,5.1.2-1,0.8634,EQUIVALENCE
5.3-6A,5.1.4-4,0.8634,EQUIVALENCE
5.1-3,5.5.1-1,0.8633,EQUIVALENCE
5.13-1B,5.5.1-1,0.8633,EQUIVALENCE
5.9-2,5.4.2-2,0.8633,EQUIVALENCE
5.1-4,5.2.3-4,0.8633,EQUIVALENCE
5.11-4,5.2.1-4,0.8633,EQUIVALENCE
5.3-6A,5.1.2-7,0.8633,EQUIVALENCE
5.2-2,5.4.1-1,0.8632,EQUIVALENCE
5.3-8,5.1.1-2.2,0.8632,EQUIVALENCE
5.3-2,5.1.4-3,0.8632,EQUIVALENCE
5.11-2,5.2.3-2.1,0.8632,EQUIVALENCE
5.0-1,5.4.1-1.1,0.8632,EQUIVALENCE
5.3-6B,5.1.2-5.1,0.8632,EQUIVALENCE
5.2-2,5.2.3-2,0.8632,EQUIVALENCE
5.6-5,5.2.1-4.1,0.8632,EQUIVALENCE
5.6-4A,5.2.4-1,0.8631,EQUIVALENCE
5.3-6B,5.2.3-4,0.8631,EQUIVALENCE
5.12-1,5.2.5-4,0.8631,EQUIVALENCE
5.4-4,5.2.5-2,0.8631,EQUIVALENCE
5.3-2,5.2.3-2,0.8631,EQUIVALENCE
5.3-10,5.3.1-1,0.8631,EQUIVALENCE
5.12-2,5.2.4-1.2,0.863,EQUIVALENCE
5.5-7,5.2.1-2,0.863,EQUIVALENCE
5.2-3,5.2.3-2,0.863,EQUIVALENCE
5.9-2,5.1.2-7,0.863,EQUIVALENCE
5.9-2,5.1.3-4,0.863,EQUIVALENCE
5.6-8,5.2.1-2,0.863,EQUIVALENCE
5.1-3,5.1.3-1.1,0.863,EQUIVALENCE
5.1-4,5.1.3-1.1,0.863,EQUIVALENCE
5.8-2,5.1.3-2,0.8629,EQUIVALENCE
5.3-6A,5.3.1-2.1,0.8629,EQUIVALENCE
5.3-5,5.1.4-1,0.8629,EQUIVALENCE
5.0-1,5.2.5-4,0.8629,EQUIVALENCE
5.4-4,5.3.1-2.1,0.8629,EQUIVALENCE
5.3-11,5.1.4-2,0.8628,EQUIVALENCE
5.6-1,5.1.2-1,0.8628,EQUIVALENCE
5.4-4,5.2.3-1,0.8628,EQUIVALENCE
5.6-1,5.1.4-3,0.8628,EQUIVALENCE
5.7-1,5.2.4-2,0.8628,EQUIVALENCE
5.3-4B,5.1.4-2,0.8628,EQUIVALENCE
5.5-5,5.1.2-7,0.8627,EQUIVALENCE
5.7-2,5.4.2-2,0.8627,EQUIVALENCE
5.8-1,5.1.2-1.1,0.8627,EQUIVALENCE
5.5-2,5.2.5-2,0.8626,EQUIVALENCE
5.4-4,5.4.1-3,0.8626,EQUIVALENCE
5.8-2,5.5.1-1,0.8626,EQUIVALENCE
5.7-2,5.1.2-1,0.8626,EQUIVALENCE
5.1-2,5.2.4-2.1,0.8626,EQUIVALENCE
5.2-3,5.1.2-1,0.8626,EQUIVALENCE
5.0-1,5.5.1-2,0.8625,EQUIVALENCE
5.12-2,5.1.4-4,0.8625,EQUIVALENCE
5.3-9,5.3.1-1,0.8625,EQUIVALENCE
5.11-3,5.3.1-3,0.8625,EQUIVALENCE
5.1-4,5.1.4-3,0.8624,EQUIVALENCE
5.6-2,5.2.3-2,0.8624,EQUIVALENCE
5.3-6A,5.4.1-3,0.8624,EQUIVALENCE
5.8-3,5.1.4-1,0.8623,EQUIVALENCE
5.12-2,5.2.2-6,0.8623,EQUIVALENCE
5.11-3,5.1.4-5,0.8623,EQUIVALENCE
5.7-1,5.3.1-3,0.8623,EQUIVALENCE
5.4-2,5.5.1-2,0.8622,EQUIVALENCE
5.3-2,5.1.4-5,0.8622,EQUIVALENCE
5.3-14,5.4.1-1,0.8622,EQUIVALENCE
5.6-2,5.1.3-1.2,0.8621,EQUIVALENCE
5.3-1,5.1.2-6,0.8621,EQUIVALENCE
5.10-1,5.1.4-2,0.8621,EQUIVALENCE
5.12-1,5.2.4-3,0.8621,EQUIVALENCE
5.11-1,5.2.4-1,0.8621,EQUIVALENCE
5.3-5,5.2.3-2.1,0.862,EQUIVALENCE
5.6-4A,5.1.3-1.2,0.862,EQUIVALENCE
5.5-1,5.1.3-1.2,0.862,EQUIVALENCE
5.5-7,5.2.4-2,0.862,EQUIVALENCE
5.3-5,5.2.3-2,0.862,EQUIVALENCE
5.3-2,5.5.1-1,0.862,EQUIVALENCE
5.4-2,5.1.3-4,0.862,EQUIVALENCE
5.4-4,5.1.4-4,0.862,EQUIVALENCE
5.6-3,5.4.1-3,0.8619,EQUIVALENCE
5.6-4A,5.1.2-1,0.8619,EQUIVALENCE
5.5-5,5.1.3-4,0.8619,EQUIVALENCE
5.0-1,5.2.4-1.2,0.8619,EQUIVALENCE
5.3-4B,5.2.1-4,0.8618,EQUIVALENCE
5.11-2,5.1.4-4,0.8618,EQUIVALENCE
5.7-1,5.2.4-1.2,0.8618,EQUIVALENCE
5.6-9,5.1.4-1,0.8618,EQUIVALENCE
5.5-5,5.2.1-2,0.8618,EQUIVALENCE
5.11-2,5.3.1-2.1,0.8617,EQUIVALENCE
5.13-1B,5.1.2-1.1,0.8617,EQUIVALENCE
5.3-2,5.1.3-1.1,0.8617,EQUIVALENCE
5.3-10,5.2.1-2,0.8617,EQUIVALENCE
5.0-1,5.2.5-2,0.8617,EQUIVALENCE
5.3-12,5.3.1-3,0.8616,EQUIVALENCE
5.4-4,5.5.1-2,0.8616,EQUIVALENCE
5.1-3,5.1.1-2,0.8616,EQUIVALENCE
5.7-2,5.2.3-2.1,0.8616,EQUIVALENCE
5.11-3,5.3.1-2.2,0.8616,EQUIVALENCE
5.0-1,5.1.1-2.1,0.8616,EQUIVALENCE
5.3-6A,5.1.3-2,0.8615,EQUIVALENCE
5.1-4,5.1.3-1.2,0.8615,EQUIVALENCE
5.12-1,5.4.2-3,0.8615,EQUIVALENCE
5.13-1A,5.1.2-1.1,0.8615,EQUIVALENCE
5.0-1,5.1.4-4,0.8615,EQUIVALENCE
5.12-1,5.4.2-4,0.8614,EQUIVALENCE
5.12-1,5.1.3-1.2,0.8614,EQUIVALENCE
5.5-5,5.1.3-2,0.8614,EQUIVALENCE
5.7-1,5.1.2-3,0.8614,EQUIVALENCE
5.3-11,5.2.4-2,0.8613,EQUIVALENCE
5.4-4,5.1.2-1,0.8613,EQUIVALENCE
5.3-3,5.4.1-2,0.8613,EQUIVALENCE
5.8-1,5.1.1-2,0.8613,EQUIVALENCE
5.7-2,5.3.1-2.1,0.8613,EQUIVALENCE
5.11-4,5.4.2-3,0.8612,EQUIVALENCE
5.6-1,5.1.1-2,0.8612,EQUIVALENCE
5.6-4A,5.4.1-2,0.8612,EQUIVALENCE
5.7-1,5.2.5-1,0.8612,EQUIVALENCE
5.6-5,5.2.4-1,0.8612,EQUIVALENCE
5.12-2,5.3.1-2.1,0.8612,EQUIVALENCE
5.6-4A,5.2.4-2.1,0.8612,EQUIVALENCE
5.2-2,5.1.3-1.3,0.8612,EQUIVALENCE
5.10-1,5.2.2-2,0.8612,EQUIVALENCE
5.3-8,5.4.1-1,0.8612,EQUIVALENCE
5.6-2,5.1.2-3,0.8612,EQUIVALENCE
5.1-3,5.2.3-2.1,0.8612,EQUIVALENCE
5.5-1,5.2.3-2.1,0.8612,EQUIVALENCE
5.11-2,5.3.1-3,0.8611,EQUIVALENCE
5.1-2,5.3.1-2.1,0.8611,EQUIVALENCE
5.3-6A,5.2.2-6,0.8611,EQUIVALENCE
5.3-4B,5.2.2-1,0.8611,EQUIVALENCE
5.3-3,5.1.2-1,0.8611,EQUIVALENCE
5.12-3,5.2.3-4,0.8611,EQUIVALENCE
5.1-2,5.5.1-2,0.8611,EQUIVALENCE
5.6-3,5.1.2-4,0.8611,EQUIVALENCE
5.3-15A,5.5.1-1,0.8611,EQUIVALENCE
5.2-2,5.2.4-1,0.861,EQUIVALENCE
5.10-1,5.1.3-2,0.861,EQUIVALENCE
5.0-1,5.2.2-6,0.861,EQUIVALENCE
5.1-5,5.1.3-1.1,0.861,EQUIVALENCE
5.12-2,5.1.1-2.1,0.861,EQUIVALENCE
5.3-10,5.2.1-4.1,0.861,EQUIVALENCE
5.12-1,5.3.1-2.1,0.861,EQUIVALENCE
5.3-5,5.2.2-6,0.861,EQUIVALENCE
5.7-1,5.2.1-4.1,0.8609,EQUIVALENCE
5.2-1,5.1.1-2.1,0.8609,EQUIVALENCE
5.11-2,5.4.1-2,0.8609,EQUIVALENCE
5.3-15B,5.1.4-4,0.8609,EQUIVALENCE
5.5-5,5.1.2-1.1,0.8609,EQUIVALENCE
5.3-12,5.4.2-4,0.8608,EQUIVALENCE
5.3-15A,5.1.2-1.1,0.8608,EQUIVALENCE
5.11-1,5.1.3-1.2,0.8608,EQUIVALENCE
5.6-3,5.1.3-1.1,0.8608,EQUIVALENCE
5.7-2,5.1.2-4,0.8608,EQUIVALENCE
5.5-1,5.2.4-2,0.8607,EQUIVALENCE
5.6-1,5.5.1-2,0.8607,EQUIVALENCE
5.9-1,5.3.1-3,0.8607,EQUIVALENCE
5.7-2,5.2.4-2.1,0.8607,EQUIVALENCE
5.3-3,5.2.5-4,0.8607,EQUIVALENCE
5.2-1,5.2.1-2,0.8607,EQUIVALENCE
5.3-5,5.3.1-2.1,0.8606,EQUIVALENCE
5.4-2,5.1.3-1.1,0.8606,EQUIVALENCE
5.3-13,5.1.2-1.1,0.8606,EQUIVALENCE
5.8-3,5.1.4-3,0.8606,EQUIVALENCE
5.1-4,5.2.3-2,0.8606,EQUIVALENCE
5.5-8,5.1.4-3,0.8605,EQUIVALENCE
5.9-2,5.4.2-4,0.8605,EQUIVALENCE
5.3-5,5.2.1-2,0.8605,EQUIVALENCE
5.3-11,5.4.1-1.1,0.8605,EQUIVALENCE
5.12-3,5.1.1-2.2,0.8605,EQUIVALENCE
5.4-3,5.1.3-1.2,0.8605,EQUIVALENCE
5.3-8,5.2.1-4,0.8605,EQUIVALENCE
5.3-6B,5.2.2-1,0.8604,EQUIVALENCE
5.6-9,5.1.3-1.1,0.8604,EQUIVALENCE
5.3-3,5.3.1-3,0.8604,EQUIVALENCE
5.8-3,5.1.2-4,0.8604,EQUIVALENCE
5.13-1A,5.2.1-4.1,0.8603,EQUIVALENCE
5.8-2,5.2.3-2.1,0.8603,EQUIVALENCE
5.12-3,5.2.5-2,0.8603,EQUIVALENCE
5.5-8,5.1.3-2,0.8603,EQUIVALENCE
5.3-4B,5.1.2-5.1,0.8603,EQUIVALENCE
5.6-6,5.1.4-4,0.8603,EQUIVALENCE
5.3-1,5.1.4-5,0.8603,EQUIVALENCE
5.9-1,5.1.2-4,0.8602,EQUIVALENCE
5.3-6A,5.2.5-2,0.8602,EQUIVALENCE
5.4-2,5.2.4-2,0.8602,EQUIVALENCE
5.3-5,5.1.4-3,0.8602,EQUIVALENCE
5.3-5,5.1.2-3,0.8602,EQUIVALENCE
5.3-9,5.1.2-6,0.8602,EQUIVALENCE
5.1-5,5.1.2-1,0.8602,EQUIVALENCE
5.9-3,5.2.2-6,0.8601,EQUIVALENCE
5.3-12,5.2.2-3,0.8601,EQUIVALENCE
5.3-6A,5.1.2-1.1,0.8601,EQUIVALENCE
5.1-4,5.1.2-1.1,0.86,EQUIVALENCE
5.13-1B,5.2.1-4.1,0.86,EQUIVALENCE
5.1-2,5.4.2-2,0.86,EQUIVALENCE
5.3-12,5.2.4-1.1,0.86,EQUIVALENCE
5.7-2,5.2.3-4,0.86,EQUIVALENCE
5.3-6A,5.4.1-1.1,0.86,EQUIVALENCE
5.9-3,5.2.2-3,0.86,EQUIVALENCE
5.4-2,5.1.4-3,0.8599,EQUIVALENCE
5.8-1,5.2.3-2.1,0.8599,EQUIVALENCE
5.11-4,5.4.2-2,0.8599,EQUIVALENCE
5.11-3,5.4.1-1,0.8599,EQUIVALENCE
5.2-3,5.1.2-3,0.8599,EQUIVALENCE
5.6-4A,5.2.3-2.1,0.8599,EQUIVALENCE
5.3-9,5.3.1-2,0.8598,EQUIVALENCE
5.3-13,5.1.4-3,0.8598,EQUIVALENCE
5.3-10,5.2.3-4,0.8598,EQUIVALENCE
5.6-3,5.2.4-1.2,0.8598,EQUIVALENCE
5.6-1,5.3.1-3,0.8598,EQUIVALENCE
5.11-4,5.5.1-1,0.8598,EQUIVALENCE
5.7-1,5.1.4-4,0.8598,EQUIVALENCE
5.3-2,5.5.1-2,0.8598,EQUIVALENCE
5.8-1,5.1.3-2,0.8598,EQUIVALENCE
5.3-10,5.1.3-4,0.8597,EQUIVALENCE
5.2-3,5.4.1-1,0.8597,EQUIVALENCE
5.5-5,5.1.4-2,0.8597,EQUIVALENCE
5.3-14,5.1.3-1.1,0.8597,EQUIVALENCE
5.9-3,5.1.4-3,0.8596,EQUIVALENCE
5.3-1,5.2.1-2,0.8596,EQUIVALENCE
5.4-4,5.2.1-1,0.8596,EQUIVALENCE
5.3-13,5.2.2-4,0.8596,EQUIVALENCE
5.12-3,5.1.1-2.1,0.8596,EQUIVALENCE
5.3-11,5.1.4-3,0.8596,EQUIVALENCE
5.3-13,5.1.4-2,0.8595,EQUIVALENCE
5.11-1,5.2.2-6,0.8595,EQUIVALENCE
5.11-2,5.4.1-1.1,0.8595,EQUIVALENCE
5.3-12,5.1.3-1.2,0.8595,EQUIVALENCE
5.6-5,5.1.4-1,0.8595,EQUIVALENCE
5.1-2,5.3.1-3,0.8594,EQUIVALENCE
5.2-2,5.1.1-2.2,0.8594,EQUIVALENCE
5.3-12,5.1.2-3,0.8594,EQUIVALENCE
5.6-6,5.1.2-5,0.8594,EQUIVALENCE
5.6-6,5.1.2-6,0.8594,EQUIVALENCE
5.1-4,5.1.4-4,0.8594,EQUIVALENCE
5.11-2,5.1.3-3,0.8594,EQUIVALENCE
5.13-1A,5.5.1-1,0.8593,EQUIVALENCE
5.1-5,5.1.3-2,0.8593,EQUIVALENCE
5.2-1,5.3.1-2.1,0.8593,EQUIVALENCE
5.11-2,5.2.3-4,0.8593,EQUIVALENCE
5.3-4B,5.2.3-2.1,0.8593,EQUIVALENCE
5.3-6B,5.1.4-5,0.8593,EQUIVALENCE
5.6-4A,5.4.2-4,0.8593,EQUIVALENCE
5.6-3,5.1.1-2.2,0.8593,EQUIVALENCE
5.5-5,5.2.5-1,0.8593,EQUIVALENCE
5.3-4B,5.1.2-7,0.8592,EQUIVALENCE
5.11-2,5.1.2-4,0.8592,EQUIVALENCE
5.2-3,5.4.2-3,0.8592,EQUIVALENCE
5.10-1,5.2.1-4.1,0.8592,EQUIVALENCE
5.11-2,5.1.4-5,0.8592,EQUIVALENCE
5.7-2,5.1.3-1.2,0.8592,EQUIVALENCE
5.8-1,5.2.1-4,0.8592,EQUIVALENCE
5.5-8,5.1.4-4,0.8591,EQUIVALENCE
5.2-1,5.1.2-5,0.8591,EQUIVALENCE
5.1-4,5.2.2-3,0.8591,EQUIVALENCE
5.11-4,5.2.3-2,0.8591,EQUIVALENCE
5.3-5,5.4.1-3,0.8591,EQUIVALENCE
5.12-3,5.2.3-2.1,0.8591,EQUIVALENCE
5.7-2,5.1.2-1.1,0.8591,EQUIVALENCE
5.2-3,5.4.2-1,0.859,EQUIVALENCE
5.6-1,5.2.4-1,0.8589,EQUIVALENCE
5.11-2,5.1.4-2,0.8589,EQUIVALENCE
5.2-1,5.1.3-1.3,0.8588,EQUIVALENCE
5.2-3,5.1.1-2,0.8588,EQUIVALENCE
5.7-1,5.1.3-2,0.8588,EQUIVALENCE
5.7-2,5.2.4-1.1,0.8588,EQUIVALENCE
5.5-2,5.2.1-1,0.8588,EQUIVALENCE
5.6-1,5.3.1-2.1,0.8588,EQUIVALENCE
5.3-11,5.2.4-1.1,0.8588,EQUIVALENCE
5.8-2,5.1.2-1.1,0.8588,EQUIVALENCE
5.8-2,5.2.5-2,0.8588,EQUIVALENCE
5.1-3,5.2.2-1,0.8588,EQUIVALENCE
5.13-1B,5.1.3-4,0.8588,EQUIVALENCE
5.8-3,5.2.5-2,0.8587,EQUIVALENCE
5.6-9,5.1.3-1.3,0.8587,EQUIVALENCE
5.2-1,5.1.3-1.1,0.8587,EQUIVALENCE
5.2-2,5.1.2-1.1,0.8587,EQUIVALENCE
5.3-5,5.4.1-1,0.8587,EQUIVALENCE
5.4-3,5.2.4-2.1,0.8586,EQUIVALENCE
5.2-3,5.4.2-4,0.8586,EQUIVALENCE
5.1-2,5.2.4-2,0.8586,EQUIVALENCE
5.8-3,5.1.3-3,0.8586,EQUIVALENCE
5.6-5,5.2.3-4,0.8585,EQUIVALENCE
5.11-3,5.2.2-3,0.8585,EQUIVALENCE
5.12-1,5.2.5-2,0.8585,EQUIVALENCE
5.0-1,5.3.1-2.2,0.8585,EQUIVALENCE
5.5-2,5.1.1-1,0.8585,EQUIVALENCE
5.9-2,5.2.2-2,0.8585,EQUIVALENCE
5.12-3,5.2.5-4,0.8585,EQUIVALENCE
5.2-1,5.1.2-1.1,0.8584,EQUIVALENCE
5.3-9,5.1.2-7,0.8584,EQUIVALENCE
