src_id,tgt_id,bert_score,predicted_rel
5.6-2,5.4.2-1,0.8304,OVERLAP
5.5-2,5.1.1-2,0.8304,OVERLAP
5.5-8,5.2.1-4.1,0.8304,OVERLAP
5.2-3,5.2.1-4,0.8304,OVERLAP
5.3-13,5.2.1-4,0.8304,OVERLAP
5.12-1,5.2.5-1,0.8303,OVERLAP
5.12-3,5.2.1-1,0.8303,OVERLAP
5.3-12,5.2.2-2,0.8303,OVERLAP
5.13-1B,5.1.2-4,0.8303,OVERLAP
5.9-3,5.2.3-1,0.8303,OVERLAP
5.4-2,5.1.2-5,0.8303,OVERLAP
5.9-1,5.4.2-3,0.8303,OVERLAP
5.1-3,5.1.3-1.1,0.8302,OVERLAP
5.12-3,5.2.5-4,0.8302,OVERLAP
5.13-1B,5.2.4-1.2,0.83,OVERLAP
5.3-10,5.2.5-1,0.83,OVERLAP
5.6-1,5.1.3-4,0.83,OVERLAP
5.6-9,5.2.3-2,0.83,OVERLAP
5.8-3,5.1.2-2,0.8299,OVERLAP
5.3-12,5.4.2-3,0.8299,OVERLAP
5.3-6B,5.1.2-2,0.8299,OVERLAP
5.5-8,5.5.1-1,0.8298,OVERLAP
5.4-4,5.2.4-2.1,0.8298,OVERLAP
5.6-2,5.4.1-1,0.8298,OVERLAP
5.6-1,5.1.2-1.1,0.8297,OVERLAP
5.3-4B,5.2.2-6,0.8297,OVERLAP
5.9-3,5.2.4-1,0.8297,OVERLAP
5.3-13,5.2.4-2,0.8297,OVERLAP
5.3-12,5.1.2-1.1,0.8297,OVERLAP
5.11-1,5.3.1-2.2,0.8296,OVERLAP
5.10-1,5.2.4-1.1,0.8296,OVERLAP
5.3-13,5.2.5-4.1,0.8295,OVERLAP
5.8-3,5.1.3-1,0.8295,OVERLAP
5.2-1,5.2.5-1,0.8295,OVERLAP
5.3-9,5.2.4-2.1,0.8294,OVERLAP
5.1-2,5.1.2-4,0.8294,OVERLAP
5.6-8,5.2.1-4.1,0.8293,OVERLAP
5.9-2,5.3.1-3,0.8293,OVERLAP
5.12-3,5.1.3-1,0.8293,OVERLAP
5.13-1A,5.5.1-1,0.8293,OVERLAP
5.6-2,5.1.2-1,0.8293,OVERLAP
5.7-1,5.1.3-1,0.8293,OVERLAP
5.3-10,5.3.1-3,0.8292,OVERLAP
5.3-9,5.2.1-2,0.8292,OVERLAP
5.6-4A,5.1.2-1,0.8292,OVERLAP
5.5-8,5.2.1-2,0.8292,OVERLAP
5.2-3,5.4.2-3,0.8292,OVERLAP
5.4-4,5.1.2-1.1,0.8292,OVERLAP
5.9-2,5.4.2-4,0.8292,OVERLAP
5.12-3,5.1.2-7,0.8291,OVERLAP
5.3-8,5.4.1-1,0.8291,OVERLAP
5.1-4,5.3.1-1,0.8291,OVERLAP
5.8-3,5.3.1-2.1,0.8291,OVERLAP
5.2-1,5.1.1-1,0.8291,OVERLAP
5.1-2,5.4.2-1,0.829,OVERLAP
5.12-2,5.1.1-2.1,0.829,OVERLAP
5.6-9,5.1.2-1.1,0.829,OVERLAP
5.6-1,5.4.1-1,0.829,OVERLAP
5.12-1,5.1.2-4,0.829,OVERLAP
5.1-3,5.2.3-2.1,0.829,OVERLAP
5.7-2,5.1.3-1.1,0.8289,OVERLAP
5.4-4,5.2.3-2.1,0.8287,OVERLAP
5.6-9,5.2.4-2.1,0.8286,OVERLAP
5.3-4B,5.2.1-4,0.8286,OVERLAP
5.3-16,5.1.2-1.1,0.8285,OVERLAP
5.5-5,5.1.3-1.1,0.8285,OVERLAP
5.5-6,5.1.2-6,0.8284,OVERLAP
5.2-1,5.4.2-1,0.8283,OVERLAP
5.3-8,5.1.2-7,0.8283,OVERLAP
5.13-1A,5.3.1-1,0.8283,OVERLAP
5.6-3,5.2.5-4,0.8283,OVERLAP
5.1-4,5.5.1-1,0.8283,OVERLAP
5.7-1,5.2.1-4,0.8282,OVERLAP
5.3-14,5.2.3-2.1,0.8281,OVERLAP
5.6-2,5.1.4-3,0.8281,OVERLAP
5.8-1,5.2.1-1,0.828,OVERLAP
5.3-9,5.2.5-1,0.828,OVERLAP
5.1-5,5.4.1-1.1,0.828,OVERLAP
5.3-9,5.4.1-1,0.828,OVERLAP
5.5-8,5.3.1-2.2,0.8279,OVERLAP
5.5-1,5.1.3-1.3,0.8279,OVERLAP
5.4-3,5.3.1-1,0.8279,OVERLAP
5.5-5,5.1.3-3,0.8278,OVERLAP
5.5-2,5.2.3-1,0.8278,OVERLAP
5.8-3,5.1.4-5,0.8278,OVERLAP
5.3-6B,5.1.2-1,0.8277,OVERLAP
5.8-3,5.1.3-1.2,0.8277,OVERLAP
5.7-2,5.4.2-3,0.8277,OVERLAP
5.13-1A,5.1.3-1.1,0.8277,OVERLAP
5.2-3,5.4.2-2,0.8276,OVERLAP
5.6-2,5.2.5-1,0.8276,OVERLAP
5.11-1,5.3.1-1,0.8275,OVERLAP
5.11-4,5.2.4-2.1,0.8275,OVERLAP
5.3-4B,5.1.2-3,0.8275,OVERLAP
5.4-4,5.1.3-4,0.8275,OVERLAP
5.5-7,5.2.4-2,0.8274,OVERLAP
5.0-1,5.2.2-4,0.8273,OVERLAP
5.12-2,5.1.2-5,0.8273,OVERLAP
5.10-1,5.1.2-6,0.8273,OVERLAP
5.1-1,5.5.1-1,0.8273,OVERLAP
5.12-3,5.2.4-1.2,0.8273,OVERLAP
5.3-3,5.1.2-1.1,0.8272,OVERLAP
5.0-1,5.5.1-2,0.8272,OVERLAP
5.8-2,5.1.2-7,0.8272,OVERLAP
5.5-5,5.1.3-1.2,0.8272,OVERLAP
5.3-13,5.2.5-3,0.8272,OVERLAP
5.3-14,5.4.2-3,0.8272,OVERLAP
5.0-1,5.2.1-1,0.8272,OVERLAP
5.6-8,5.5.1-1,0.8272,OVERLAP
5.3-11,5.2.4-1.2,0.8272,OVERLAP
5.3-8,5.2.4-1.1,0.8271,OVERLAP
5.13-1A,5.3.1-2.1,0.8271,OVERLAP
5.3-10,5.5.1-1,0.8271,OVERLAP
5.10-1,5.1.2-1.1,0.8271,OVERLAP
5.3-10,5.3.1-1,0.8271,OVERLAP
5.3-9,5.3.1-1,0.8271,OVERLAP
5.2-2,5.2.4-1.2,0.827,OVERLAP
5.3-9,5.2.4-2,0.827,OVERLAP
5.3-11,5.1.4-4,0.827,OVERLAP
5.3-2,5.5.1-1,0.8269,OVERLAP
5.11-4,5.4.1-1,0.8269,OVERLAP
5.3-8,5.1.2-2,0.8269,OVERLAP
5.3-16,5.3.1-2,0.8269,OVERLAP
5.12-3,5.1.2-5,0.8269,OVERLAP
5.12-2,5.2.1-1,0.8268,OVERLAP
5.10-1,5.1.3-2,0.8268,OVERLAP
5.7-1,5.2.4-2.1,0.8267,OVERLAP
5.8-3,5.1.4-1,0.8267,OVERLAP
5.9-3,5.1.3-1.3,0.8267,OVERLAP
5.1-3,5.1.3-3,0.8267,OVERLAP
5.9-3,5.2.5-1,0.8266,OVERLAP
5.13-1B,5.2.2-6,0.8266,OVERLAP
5.9-3,5.2.2-1,0.8266,OVERLAP
5.6-5,5.1.3-2,0.8266,OVERLAP
5.6-4A,5.4.2-3,0.8265,OVERLAP
5.4-3,5.2.4-2,0.8265,OVERLAP
5.2-2,5.1.2-2,0.8264,OVERLAP
5.5-2,5.1.3-1.3,0.8264,OVERLAP
5.10-1,5.1.3-1,0.8264,OVERLAP
5.4-4,5.4.2-2,0.8263,OVERLAP
5.3-10,5.2.1-2,0.8263,OVERLAP
5.3-11,5.2.3-2.1,0.8263,OVERLAP
5.3-9,5.5.1-1,0.8262,OVERLAP
5.13-1B,5.2.4-3,0.8262,OVERLAP
5.3-10,5.2.4-1.2,0.8262,OVERLAP
5.12-1,5.1.3-4,0.8262,OVERLAP
5.12-3,5.1.3-1.2,0.8262,OVERLAP
5.8-1,5.2.2-4,0.8261,OVERLAP
5.6-4A,5.2.5-1,0.8261,OVERLAP
5.8-2,5.4.2-2,0.8261,OVERLAP
5.12-3,5.1.3-3,0.826,OVERLAP
5.4-4,5.2.2-6,0.826,OVERLAP
5.11-1,5.2.4-1,0.826,OVERLAP
5.6-2,5.2.5-4,0.826,OVERLAP
5.12-1,5.1.3-2,0.8259,OVERLAP
5.11-1,5.3.1-2,0.8259,OVERLAP
5.3-6B,5.1.4-1,0.8259,OVERLAP
5.5-7,5.2.1-4,0.8258,OVERLAP
5.4-2,5.2.2-2,0.8258,OVERLAP
5.3-11,5.2.4-2,0.8258,OVERLAP
5.12-1,5.2.2-4,0.8258,OVERLAP
5.4-4,5.2.4-3,0.8258,OVERLAP
5.2-1,5.2.3-2,0.8258,OVERLAP
5.12-2,5.2.2-1,0.8257,OVERLAP
5.5-5,5.4.1-1,0.8257,OVERLAP
5.6-3,5.1.2-4,0.8256,OVERLAP
5.7-1,5.4.1-2,0.8256,OVERLAP
5.6-8,5.2.1-4,0.8256,OVERLAP
5.6-8,5.1.3-1.2,0.8256,OVERLAP
5.10-1,5.2.1-4,0.8255,OVERLAP
5.6-3,5.2.1-4,0.8255,OVERLAP
5.6-4A,5.1.2-1.1,0.8254,OVERLAP
5.2-2,5.3.1-2.1,0.8253,OVERLAP
5.11-4,5.2.1-4,0.8253,OVERLAP
5.1-2,5.1.4-4,0.8253,OVERLAP
5.9-3,5.2.3-2.1,0.8253,OVERLAP
5.6-9,5.2.3-1,0.8253,OVERLAP
5.4-4,5.2.2-1,0.8253,OVERLAP
5.6-2,5.1.3-1,0.8252,OVERLAP
5.1-2,5.1.3-1.1,0.8252,OVERLAP
5.8-1,5.2.1-4.1,0.8252,OVERLAP
5.9-2,5.2.5-4.1,0.8252,OVERLAP
5.4-2,5.2.5-1,0.8252,OVERLAP
5.3-10,5.1.3-2,0.8252,OVERLAP
5.8-1,5.2.4-1,0.8252,OVERLAP
5.7-1,5.1.2-1.1,0.8252,OVERLAP
5.3-12,5.4.2-1,0.8252,OVERLAP
5.3-9,5.4.2-3,0.8251,OVERLAP
5.5-8,5.2.5-2,0.8251,OVERLAP
5.3-8,5.1.2-3,0.8251,OVERLAP
5.6-2,5.4.1-1.1,0.825,OVERLAP
5.3-8,5.2.4-2.1,0.825,OVERLAP
5.9-3,5.1.3-2,0.825,OVERLAP
5.3-1,5.4.1-1,0.825,OVERLAP
5.5-5,5.2.2-6,0.8248,OVERLAP
5.9-3,5.1.3-3,0.8248,OVERLAP
5.1-5,5.2.3-2,0.8247,OVERLAP
5.1-5,5.3.1-3,0.8246,OVERLAP
5.3-13,5.4.1-1,0.8246,OVERLAP
5.1-3,5.4.2-1,0.8245,OVERLAP
5.12-2,5.1.4-2,0.8245,OVERLAP
5.5-1,5.2.4-3,0.8245,OVERLAP
5.7-1,5.2.5-1,0.8244,OVERLAP
5.3-7,5.2.4-1.2,0.8244,OVERLAP
5.3-7,5.4.1-1.1,0.8244,OVERLAP
5.3-1,5.2.5-1,0.8244,OVERLAP
5.9-3,5.1.3-1.1,0.8244,OVERLAP
5.6-7,5.1.4-4,0.8243,OVERLAP
5.3-12,5.2.4-3,0.8243,OVERLAP
5.3-11,5.2.1-2,0.8243,OVERLAP
5.6-3,5.1.3-1,0.8243,OVERLAP
5.13-1B,5.4.2-3,0.8242,OVERLAP
5.8-1,5.3.1-2.2,0.8242,OVERLAP
5.6-5,5.1.2-5,0.8242,OVERLAP
5.4-3,5.2.2-3,0.8242,OVERLAP
5.12-1,5.1.2-6,0.8241,OVERLAP
5.6-8,5.1.2-6,0.824,OVERLAP
5.7-2,5.1.2-7,0.824,OVERLAP
5.4-3,5.2.5-4.1,0.824,OVERLAP
5.8-1,5.2.2-1,0.8239,OVERLAP
5.3-13,5.2.3-4,0.8239,OVERLAP
5.2-1,5.2.2-5,0.8238,OVERLAP
5.12-2,5.2.3-2.1,0.8238,OVERLAP
5.9-1,5.4.2-4,0.8237,OVERLAP
5.12-1,5.3.1-3,0.8237,OVERLAP
5.5-5,5.4.1-1.1,0.8237,OVERLAP
5.5-2,5.2.1-4,0.8236,OVERLAP
5.5-7,5.4.2-2,0.8236,OVERLAP
5.6-3,5.4.2-4,0.8236,OVERLAP
5.5-1,5.1.1-1,0.8236,OVERLAP
5.3-3,5.1.2-1,0.8236,OVERLAP
5.13-1A,5.4.1-1,0.8236,OVERLAP
5.3-8,5.1.1-2.2,0.8236,OVERLAP
5.13-1A,5.1.4-4,0.8236,OVERLAP
5.2-1,5.2.3-2.1,0.8234,OVERLAP
5.3-14,5.1.3-3,0.8234,OVERLAP
5.2-3,5.5.1-1,0.8234,OVERLAP
5.3-11,5.4.2-1,0.8234,OVERLAP
5.2-1,5.2.4-2,0.8234,OVERLAP
5.9-3,5.3.1-1,0.8234,OVERLAP
5.3-14,5.1.3-1.3,0.8233,OVERLAP
5.1-2,5.2.2-3,0.8233,OVERLAP
5.8-1,5.4.2-1,0.8233,OVERLAP
5.7-2,5.1.3-1,0.8233,OVERLAP
5.6-2,5.1.3-1.2,0.8232,OVERLAP
5.6-2,5.2.4-2.1,0.8231,OVERLAP
5.8-1,5.2.4-1.2,0.8231,OVERLAP
5.3-10,5.3.1-2,0.8229,OVERLAP
5.3-13,5.1.4-3,0.8228,OVERLAP
5.5-5,5.2.1-4,0.8228,OVERLAP
5.7-1,5.1.4-3,0.8228,OVERLAP
5.6-9,5.4.1-3,0.8227,OVERLAP
5.1-3,5.1.2-1,0.8227,OVERLAP
5.13-1A,5.1.3-2,0.8226,OVERLAP
5.2-2,5.1.1-1,0.8226,OVERLAP
5.3-14,5.4.1-1,0.8226,OVERLAP
5.6-2,5.2.2-6,0.8226,OVERLAP
5.8-3,5.2.4-1.1,0.8225,OVERLAP
5.3-4B,5.2.4-1,0.8225,OVERLAP
5.1-2,5.4.2-3,0.8225,OVERLAP
5.6-9,5.5.1-2,0.8225,OVERLAP
5.9-3,5.4.2-4,0.8225,OVERLAP
5.5-7,5.2.1-2,0.8225,OVERLAP
5.3-2,5.1.3-1.1,0.8224,OVERLAP
5.3-3,5.2.1-2,0.8224,OVERLAP
5.6-3,5.3.1-2,0.8224,OVERLAP
5.6-4A,5.1.2-3,0.8224,OVERLAP
5.10-1,5.5.1-1,0.8224,OVERLAP
5.3-14,5.2.5-2,0.8223,OVERLAP
5.4-4,5.3.1-2.1,0.8223,OVERLAP
5.13-1A,5.2.4-1,0.8222,OVERLAP
5.13-1A,5.2.1-2,0.8222,OVERLAP
5.2-1,5.2.5-4.1,0.8222,OVERLAP
5.3-2,5.2.2-3,0.8222,OVERLAP
5.0-1,5.2.1-3,0.8222,OVERLAP
5.1-2,5.2.1-1,0.8222,OVERLAP
5.7-2,5.2.5-4,0.8221,OVERLAP
5.1-4,5.2.2-2,0.8221,OVERLAP
5.5-8,5.2.2-3,0.8221,OVERLAP
5.5-1,5.2.4-1.2,0.8221,OVERLAP
5.12-1,5.1.3-1.1,0.8221,OVERLAP
5.5-8,5.4.1-1,0.822,OVERLAP
5.3-14,5.2.5-2.1,0.822,OVERLAP
5.13-1A,5.1.2-4,0.822,OVERLAP
5.1-3,5.2.5-4.1,0.822,OVERLAP
5.1-3,5.1.2-3,0.822,OVERLAP
5.4-2,5.3.1-2,0.8219,OVERLAP
5.12-3,5.1.4-2,0.8219,OVERLAP
5.4-2,5.2.1-4.1,0.8219,OVERLAP
5.6-5,5.2.5-2,0.8218,OVERLAP
5.7-1,5.1.3-3,0.8218,OVERLAP
5.5-8,5.2.2-5,0.8217,OVERLAP
5.1-4,5.2.1-4,0.8217,OVERLAP
5.3-16,5.2.2-3,0.8217,OVERLAP
5.3-9,5.1.3-2,0.8217,OVERLAP
5.4-4,5.2.1-3,0.8216,OVERLAP
5.12-3,5.2.3-4,0.8216,OVERLAP
5.7-2,5.1.4-5,0.8215,OVERLAP
5.6-1,5.1.4-3,0.8215,OVERLAP
5.3-10,5.2.2-4,0.8215,OVERLAP
5.3-2,5.2.3-2,0.8215,OVERLAP
5.4-2,5.2.1-1,0.8215,OVERLAP
5.3-16,5.2.1-4,0.8215,OVERLAP
5.8-3,5.2.2-1,0.8214,OVERLAP
5.0-1,5.2.5-2,0.8214,OVERLAP
5.0-1,5.2.2-5,0.8214,OVERLAP
5.8-3,5.2.5-4,0.8213,OVERLAP
5.5-8,5.1.2-1,0.8213,OVERLAP
5.10-1,5.2.4-2,0.8213,OVERLAP
5.3-11,5.2.2-3,0.8213,OVERLAP
5.10-1,5.4.2-4,0.8212,OVERLAP
5.5-2,5.2.2-6,0.8212,OVERLAP
5.1-2,5.2.5-4.1,0.8212,OVERLAP
5.3-8,5.1.4-2,0.8212,OVERLAP
5.1-1,5.2.2-2,0.8211,OVERLAP
5.1-3,5.3.1-2.1,0.8211,OVERLAP
5.12-1,5.1.4-1,0.821,OVERLAP
5.5-1,5.2.4-1,0.821,OVERLAP
5.6-3,5.1.3-2,0.821,OVERLAP
5.5-7,5.2.5-4.1,0.8209,OVERLAP
5.11-2,5.3.1-1,0.8209,OVERLAP
5.2-1,5.1.3-3,0.8208,OVERLAP
5.6-9,5.2.1-4.2,0.8208,OVERLAP
5.3-11,5.2.5-4,0.8208,OVERLAP
5.3-10,5.1.2-4,0.8207,OVERLAP
5.5-2,5.1.4-2,0.8207,OVERLAP
5.13-1A,5.3.1-2.2,0.8206,OVERLAP
5.6-5,5.1.2-1,0.8206,OVERLAP
5.3-13,5.2.3-2.2,0.8206,OVERLAP
5.1-5,5.2.2-3,0.8206,OVERLAP
5.1-5,5.1.3-3,0.8206,OVERLAP
5.10-1,5.2.5-4.1,0.8205,OVERLAP
5.3-14,5.2.3-4,0.8205,OVERLAP
5.6-5,5.1.4-3,0.8205,OVERLAP
5.1-5,5.2.1-4.1,0.8205,OVERLAP
5.4-3,5.2.3-2,0.8205,OVERLAP
5.6-5,5.2.1-4.1,0.8204,OVERLAP
5.4-4,5.4.1-2,0.8204,OVERLAP
5.7-2,5.4.1-1,0.8203,OVERLAP
5.5-8,5.1.2-2,0.8203,OVERLAP
5.4-4,5.1.1-1,0.8203,OVERLAP
5.6-1,5.4.1-1.1,0.8203,OVERLAP
5.10-1,5.2.4-2.1,0.8202,OVERLAP
5.3-9,5.2.5-3,0.8202,OVERLAP
5.3-12,5.2.1-2,0.8201,OVERLAP
5.9-3,5.2.5-3,0.8201,OVERLAP
5.5-2,5.4.1-1,0.8201,OVERLAP
5.6-4A,5.1.2-2,0.8201,OVERLAP
5.2-2,5.1.4-1,0.82,OVERLAP
5.6-7,5.4.2-4,0.82,OVERLAP
5.3-16,5.2.1-1,0.82,OVERLAP
5.5-7,5.2.2-3,0.8199,OVERLAP
5.3-4B,5.1.2-1.1,0.8199,OVERLAP
5.3-12,5.4.1-1.1,0.8199,OVERLAP
5.3-12,5.2.3-2,0.8198,OVERLAP
5.12-3,5.1.2-2,0.8197,OVERLAP
5.2-3,5.1.4-1,0.8196,OVERLAP
5.5-2,5.2.4-1.1,0.8196,OVERLAP
5.5-8,5.2.1-3,0.8196,OVERLAP
5.6-5,5.5.1-1,0.8196,OVERLAP
5.7-1,5.2.5-4,0.8196,OVERLAP
5.1-3,5.1.3-1.3,0.8196,OVERLAP
5.6-9,5.2.2-1,0.8196,OVERLAP
5.3-13,5.1.3-1.1,0.8196,OVERLAP
5.3-4B,5.4.2-1,0.8195,OVERLAP
5.5-5,5.1.2-1.1,0.8195,OVERLAP
5.6-1,5.4.2-3,0.8195,OVERLAP
5.3-3,5.4.2-3,0.8194,OVERLAP
5.4-4,5.2.5-3,0.8194,OVERLAP
5.5-2,5.2.4-2,0.8194,OVERLAP
5.2-3,5.2.5-4,0.8193,OVERLAP
5.11-3,5.4.1-1,0.8193,OVERLAP
5.2-2,5.2.3-2.1,0.8193,OVERLAP
5.12-3,5.1.4-1,0.8192,OVERLAP
5.3-3,5.2.2-6,0.8192,OVERLAP
5.11-1,5.2.5-1,0.8191,OVERLAP
5.12-3,5.1.4-5,0.8191,OVERLAP
5.3-3,5.1.4-3,0.8191,OVERLAP
5.3-13,5.1.3-1.3,0.819,OVERLAP
5.6-8,5.3.1-3,0.819,OVERLAP
5.3-4B,5.1.2-2,0.819,OVERLAP
5.12-2,5.2.3-2.2,0.8189,OVERLAP
5.12-1,5.2.5-2.1,0.8189,OVERLAP
5.6-3,5.2.3-2,0.8188,OVERLAP
5.6-5,5.2.3-2.1,0.8188,OVERLAP
5.7-1,5.4.1-1,0.8188,OVERLAP
5.8-3,5.2.4-2.1,0.8187,OVERLAP
5.11-1,5.2.1-4.1,0.8187,OVERLAP
5.8-2,5.1.1-1,0.8187,OVERLAP
5.4-2,5.1.3-1.1,0.8187,OVERLAP
5.8-1,5.2.2-3,0.8187,OVERLAP
5.1-5,5.1.2-4,0.8187,OVERLAP
5.4-3,5.2.4-2.1,0.8186,OVERLAP
5.9-2,5.2.3-2,0.8186,OVERLAP
5.9-2,5.1.3-1.2,0.8186,OVERLAP
5.11-1,5.4.1-1,0.8185,OVERLAP
5.11-4,5.2.4-1,0.8185,OVERLAP
5.12-3,5.5.1-2,0.8185,OVERLAP
5.6-1,5.2.4-2.1,0.8185,OVERLAP
5.4-2,5.2.1-2,0.8184,OVERLAP
5.1-3,5.1.4-3,0.8184,OVERLAP
5.11-2,5.1.2-6,0.8184,OVERLAP
5.12-1,5.1.2-2,0.8184,OVERLAP
5.6-1,5.2.2-6,0.8183,OVERLAP
5.6-7,5.4.1-1,0.8183,OVERLAP
5.3-3,5.4.1-1,0.8182,OVERLAP
5.2-3,5.2.2-6,0.8182,OVERLAP
5.1-3,5.4.2-4,0.8182,OVERLAP
5.5-2,5.1.1-2.1,0.8182,OVERLAP
5.8-1,5.2.5-4.1,0.8182,OVERLAP
5.3-12,5.2.4-2,0.8182,OVERLAP
5.5-7,5.2.3-2,0.8181,OVERLAP
5.1-5,5.2.4-1.2,0.8181,OVERLAP
5.1-5,5.2.1-2,0.8181,OVERLAP
5.8-2,5.2.1-4.2,0.8181,OVERLAP
5.3-1,5.2.1-2,0.818,OVERLAP
5.3-1,5.2.4-1.2,0.818,OVERLAP
5.4-3,5.2.4-1.2,0.818,OVERLAP
5.0-1,5.1.1-2.2,0.818,OVERLAP
5.9-3,5.4.2-3,0.8179,OVERLAP
5.11-3,5.3.1-2.2,0.8179,OVERLAP
5.11-4,5.2.1-4.1,0.8179,OVERLAP
5.3-5,5.2.5-1,0.8178,OVERLAP
5.4-3,5.1.3-2,0.8178,OVERLAP
5.13-1B,5.2.4-2.1,0.8178,OVERLAP
5.5-4,5.1.2-6,0.8178,OVERLAP
5.3-11,5.1.3-1.3,0.8177,OVERLAP
5.8-1,5.2.3-1,0.8177,OVERLAP
5.12-1,5.4.2-3,0.8176,OVERLAP
5.8-1,5.1.1-2,0.8176,OVERLAP
5.3-9,5.1.2-4,0.8175,OVERLAP
5.2-2,5.2.3-4,0.8175,OVERLAP
5.8-2,5.4.1-1.1,0.8175,OVERLAP
5.1-3,5.1.3-1,0.8175,OVERLAP
5.2-1,5.2.1-1,0.8175,OVERLAP
5.3-14,5.1.2-1,0.8175,OVERLAP
5.11-1,5.2.4-1.2,0.8174,OVERLAP
5.5-8,5.2.2-6,0.8174,OVERLAP
5.3-14,5.2.1-1,0.8174,OVERLAP
5.12-1,5.3.1-2,0.8174,OVERLAP
5.13-1A,5.4.2-3,0.8173,OVERLAP
5.5-1,5.2.2-1,0.8173,OVERLAP
5.3-11,5.4.2-2,0.8173,OVERLAP
5.3-16,5.2.5-4.1,0.8173,OVERLAP
5.2-3,5.1.2-1.1,0.8173,OVERLAP
5.1-2,5.1.3-1,0.8172,OVERLAP
5.9-3,5.1.2-5.1,0.8172,OVERLAP
5.0-1,5.4.1-1,0.8172,OVERLAP
5.6-1,5.1.2-3,0.8172,OVERLAP
5.11-4,5.1.2-6,0.8172,OVERLAP
5.8-2,5.1.2-2,0.8172,OVERLAP
5.2-2,5.5.1-2,0.8172,OVERLAP
5.3-9,5.1.2-6,0.8171,OVERLAP
5.0-1,5.2.3-3,0.8171,OVERLAP
5.5-5,5.2.4-1.2,0.8171,OVERLAP
5.1-1,5.2.3-2,0.8171,OVERLAP
5.13-1A,5.1.3-1,0.817,OVERLAP
5.13-1B,5.2.3-4,0.817,OVERLAP
5.6-2,5.1.1-2,0.817,OVERLAP
5.1-5,5.1.3-1.1,0.817,OVERLAP
5.8-1,5.1.3-1,0.817,OVERLAP
5.3-9,5.4.1-2,0.8169,OVERLAP
5.10-1,5.1.2-4,0.8169,OVERLAP
5.12-3,5.4.1-2,0.8169,OVERLAP
5.13-1B,5.1.3-1.1,0.8169,OVERLAP
5.12-1,5.2.1-4.1,0.8168,OVERLAP
5.2-2,5.2.1-3,0.8168,OVERLAP
5.1-3,5.2.1-1,0.8168,OVERLAP
5.3-14,5.1.4-3,0.8168,OVERLAP
5.1-5,5.1.3-1.2,0.8168,OVERLAP
5.3-13,5.5.1-1,0.8168,OVERLAP
5.3-8,5.3.1-2.1,0.8168,OVERLAP
5.3-15B,5.4.2-3,0.8167,OVERLAP
5.3-1,5.3.1-3,0.8167,OVERLAP
5.3-11,5.1.2-2,0.8167,OVERLAP
5.5-2,5.4.2-1,0.8167,OVERLAP
5.3-14,5.2.2-2,0.8166,OVERLAP
5.6-2,5.2.4-1,0.8166,OVERLAP
5.3-2,5.2.1-4.1,0.8166,OVERLAP
5.13-1B,5.1.2-1.1,0.8166,OVERLAP
5.3-12,5.2.5-4,0.8166,OVERLAP
5.8-1,5.2.3-2,0.8166,OVERLAP
5.12-1,5.2.2-3,0.8165,OVERLAP
5.8-1,5.1.2-2,0.8165,OVERLAP
5.3-6B,5.2.4-1,0.8165,OVERLAP
5.1-3,5.2.2-3,0.8165,OVERLAP
5.6-1,5.3.1-2.1,0.8164,OVERLAP
5.1-3,5.1.2-2,0.8164,OVERLAP
5.3-11,5.1.4-3,0.8164,OVERLAP
5.11-1,5.5.1-1,0.8163,OVERLAP
5.12-2,5.2.1-3,0.8162,OVERLAP
5.8-2,5.2.5-4,0.8162,OVERLAP
5.8-1,5.1.2-3,0.8161,OVERLAP
5.12-2,5.1.3-1.3,0.8161,OVERLAP
5.5-6,5.2.4-1.1,0.8161,OVERLAP
5.3-4B,5.2.4-1.2,0.816,OVERLAP
5.1-1,5.3.1-1,0.8159,OVERLAP
5.5-8,5.1.1-1,0.8159,OVERLAP
5.13-1B,5.4.2-2,0.8159,OVERLAP
5.9-3,5.1.2-3,0.8159,OVERLAP
5.3-14,5.2.1-4,0.8159,OVERLAP
5.3-12,5.2.1-4,0.8159,OVERLAP
5.11-4,5.1.4-4,0.8158,OVERLAP
5.3-4B,5.2.5-1,0.8158,OVERLAP
5.7-2,5.1.2-3,0.8158,OVERLAP
5.6-9,5.1.4-1,0.8157,OVERLAP
5.12-1,5.1.2-5,0.8157,OVERLAP
5.13-1A,5.4.2-4,0.8157,OVERLAP
5.3-2,5.1.4-4,0.8157,OVERLAP
5.7-2,5.1.2-1.1,0.8157,OVERLAP
5.2-3,5.1.3-4,0.8156,OVERLAP
5.3-4B,5.1.4-3,0.8156,OVERLAP
5.8-1,5.1.4-3,0.8156,OVERLAP
5.0-1,5.1.4-2,0.8156,OVERLAP
5.5-1,5.1.2-5,0.8155,OVERLAP
5.3-6B,5.1.4-4,0.8155,OVERLAP
5.3-13,5.2.2-4,0.8154,OVERLAP
5.3-1,5.4.1-1.1,0.8154,OVERLAP
5.3-14,5.1.3-1,0.8154,OVERLAP
5.10-1,5.4.2-1,0.8154,OVERLAP
5.2-1,5.1.3-4,0.8154,OVERLAP
5.13-1A,5.1.2-2,0.8154,OVERLAP
5.12-1,5.2.3-2.1,0.8153,OVERLAP
5.8-2,5.1.3-1.2,0.8153,OVERLAP
5.3-4B,5.5.1-2,0.8153,OVERLAP
5.6-9,5.4.2-1,0.8153,OVERLAP
5.5-7,5.1.3-2,0.8152,OVERLAP
