src_id,tgt_id,predicted_rel
5.3-4B,5.5.1-1,COMPLEMENTARITY
5.3-4B,5.5.1-2,COMPLEMENTARITY
5.3-5,5.1.1-1,COMPLEMENTARITY
5.3-5,5.1.1-1.1,COMPLEMENTARITY
5.3-5,5.1.1-2,COMPLEMENTARITY
5.3-5,5.1.1-2.1,COMPLEMENTARITY
5.3-5,5.1.1-2.2,COMPLEMENTARITY
5.3-5,5.1.2-1,COMPLEMENTARITY
5.3-5,5.1.2-1.1,COMPLEMENTARITY
5.3-5,5.1.2-2,COMPLEMENTARITY
5.3-5,5.1.2-3,COMPLEMENTARITY
5.3-5,5.1.2-4,NO_RELATION
5.3-5,5.1.2-5,COMPLEMENTARITY
5.3-5,5.1.2-5.1,COMPLEMENTARITY
5.3-5,5.1.2-6,COMPLEMENTARITY
5.3-5,5.1.2-7,COMPLEMENTARITY
5.3-5,5.1.3-1,COMPLEMENTARITY
5.3-5,5.1.3-1.1,COMPLEMENTARITY
5.3-5,5.1.3-1.2,COMPLEMENTARITY
5.3-5,5.1.3-1.3,COMPLEMENTARITY
5.3-5,5.1.3-2,COMPLEMENTARITY
5.3-5,5.1.3-3,COMPLEMENTARITY
5.3-5,5.1.3-4,COMPLEMENTARITY
5.3-5,5.1.4-1,COMPLEMENTARITY
5.3-5,5.1.4-2,COMPLEMENTARITY
5.3-5,5.1.4-3,OVERLAP
5.3-5,5.1.4-4,COMPLEMENTARITY
5.3-5,5.1.4-5,COMPLEMENTARITY
5.3-5,5.2.1-1,COMPLEMENTARITY
5.3-5,5.2.1-2,COMPLEMENTARITY
5.3-5,5.2.1-3,COMPLEMENTARITY
5.3-5,5.2.1-3.1,COMPLEMENTARITY
5.3-5,5.2.1-4,COMPLEMENTARITY
5.3-5,5.2.1-4.1,COMPLEMENTARITY
5.3-5,5.2.1-4.2,COMPLEMENTARITY
5.3-5,5.2.2-1,NO_RELATION
5.3-5,5.2.2-2,COMPLEMENTARITY
5.3-5,5.2.2-3,OVERLAP
5.3-5,5.2.2-4,COMPLEMENTARITY
5.3-5,5.2.2-5,COMPLEMENTARITY
5.3-5,5.2.2-6,COMPLEMENTARITY
5.3-5,5.2.3-1,COMPLEMENTARITY
5.3-5,5.2.3-2,COMPLEMENTARITY
5.3-5,5.2.3-2.1,COMPLEMENTARITY
5.3-5,5.2.3-2.2,COMPLEMENTARITY
5.3-5,5.2.3-3,COMPLEMENTARITY
5.3-5,5.2.3-4,COMPLEMENTARITY
5.3-5,5.2.4-1,COMPLEMENTARITY
5.3-5,5.2.4-1.1,COMPLEMENTARITY
5.3-5,5.2.4-1.2,OVERLAP
5.3-5,5.2.4-2,COMPLEMENTARITY
5.3-5,5.2.4-2.1,COMPLEMENTARITY
5.3-5,5.2.4-3,COMPLEMENTARITY
5.3-5,5.2.5-1,COMPLEMENTARITY
5.3-5,5.2.5-2,COMPLEMENTARITY
5.3-5,5.2.5-2.1,COMPLEMENTARITY
5.3-5,5.2.5-3,COMPLEMENTARITY
5.3-5,5.2.5-4,COMPLEMENTARITY
5.3-5,5.2.5-4.1,COMPLEMENTARITY
5.3-5,5.3.1-1,COMPLEMENTARITY
5.3-5,5.3.1-2,COMPLEMENTARITY
5.3-5,5.3.1-2.1,OVERLAP
5.3-5,5.3.1-2.2,COMPLEMENTARITY
5.3-5,5.3.1-3,COMPLEMENTARITY
5.3-5,5.4.1-1,COMPLEMENTARITY
5.3-5,5.4.1-1.1,COMPLEMENTARITY
5.3-5,5.4.1-2,COMPLEMENTARITY
5.3-5,5.4.1-3,COMPLEMENTARITY
5.3-5,5.4.2-1,COMPLEMENTARITY
5.3-5,5.4.2-2,COMPLEMENTARITY
5.3-5,5.4.2-3,COMPLEMENTARITY
5.3-5,5.4.2-4,COMPLEMENTARITY
5.3-5,5.5.1-1,OVERLAP
5.3-5,5.5.1-2,OVERLAP
5.3-6A,5.1.1-1,COMPLEMENTARITY
5.3-6A,5.1.1-1.1,COMPLEMENTARITY
5.3-6A,5.1.1-2,COMPLEMENTARITY
5.3-6A,5.1.1-2.1,COMPLEMENTARITY
5.3-6A,5.1.1-2.2,COMPLEMENTARITY
5.3-6A,5.1.2-1,COMPLEMENTARITY
5.3-6A,5.1.2-1.1,COMPLEMENTARITY
5.3-6A,5.1.2-2,COMPLEMENTARITY
5.3-6A,5.1.2-3,COMPLEMENTARITY
5.3-6A,5.1.2-4,NO_RELATION
5.3-6A,5.1.2-5,NO_RELATION
5.3-6A,5.1.2-5.1,COMPLEMENTARITY
5.3-6A,5.1.2-6,COMPLEMENTARITY
5.3-6A,5.1.2-7,COMPLEMENTARITY
5.3-6A,5.1.3-1,NO_RELATION
5.3-6A,5.1.3-1.1,COMPLEMENTARITY
5.3-6A,5.1.3-1.2,COMPLEMENTARITY
5.3-6A,5.1.3-1.3,COMPLEMENTARITY
5.3-6A,5.1.3-2,COMPLEMENTARITY
5.3-6A,5.1.3-3,COMPLEMENTARITY
5.3-6A,5.1.3-4,COMPLEMENTARITY
5.3-6A,5.1.4-1,COMPLEMENTARITY
5.3-6A,5.1.4-2,COMPLEMENTARITY
5.3-6A,5.1.4-3,COMPLEMENTARITY
5.3-6A,5.1.4-4,COMPLEMENTARITY
5.3-6A,5.1.4-5,COMPLEMENTARITY
5.3-6A,5.2.1-1,COMPLEMENTARITY
5.3-6A,5.2.1-2,COMPLEMENTARITY
5.3-6A,5.2.1-3,COMPLEMENTARITY
5.3-6A,5.2.1-3.1,COMPLEMENTARITY
5.3-6A,5.2.1-4,COMPLEMENTARITY
5.3-6A,5.2.1-4.1,COMPLEMENTARITY
5.3-6A,5.2.1-4.2,COMPLEMENTARITY
5.3-6A,5.2.2-1,COMPLEMENTARITY
5.3-6A,5.2.2-2,COMPLEMENTARITY
5.3-6A,5.2.2-3,COMPLEMENTARITY
5.3-6A,5.2.2-4,COMPLEMENTARITY
5.3-6A,5.2.2-5,OVERLAP
5.3-6A,5.2.2-6,COMPLEMENTARITY
5.3-6A,5.2.3-1,COMPLEMENTARITY
5.3-6A,5.2.3-2,COMPLEMENTARITY
5.3-6A,5.2.3-2.1,COMPLEMENTARITY
5.3-6A,5.2.3-2.2,COMPLEMENTARITY
5.3-6A,5.2.3-3,COMPLEMENTARITY
5.3-6A,5.2.3-4,COMPLEMENTARITY
5.3-6A,5.2.4-1,COMPLEMENTARITY
5.3-6A,5.2.4-1.1,COMPLEMENTARITY
5.3-6A,5.2.4-1.2,COMPLEMENTARITY
5.3-6A,5.2.4-2,COMPLEMENTARITY
5.3-6A,5.2.4-2.1,COMPLEMENTARITY
5.3-6A,5.2.4-3,COMPLEMENTARITY
5.3-6A,5.2.5-1,COMPLEMENTARITY
5.3-6A,5.2.5-2,COMPLEMENTARITY
5.3-6A,5.2.5-2.1,COMPLEMENTARITY
5.3-6A,5.2.5-3,COMPLEMENTARITY
5.3-6A,5.2.5-4,COMPLEMENTARITY
5.3-6A,5.2.5-4.1,COMPLEMENTARITY
5.3-6A,5.3.1-1,COMPLEMENTARITY
5.3-6A,5.3.1-2,COMPLEMENTARITY
5.3-6A,5.3.1-2.1,OVERLAP
5.3-6A,5.3.1-2.2,COMPLEMENTARITY
5.3-6A,5.3.1-3,COMPLEMENTARITY
5.3-6A,5.4.1-1,COMPLEMENTARITY
5.3-6A,5.4.1-1.1,OVERLAP
5.3-6A,5.4.1-2,COMPLEMENTARITY
5.3-6A,5.4.1-3,OVERLAP
5.3-6A,5.4.2-1,COMPLEMENTARITY
5.3-6A,5.4.2-2,COMPLEMENTARITY
5.3-6A,5.4.2-3,COMPLEMENTARITY
5.3-6A,5.4.2-4,COMPLEMENTARITY
5.3-6A,5.5.1-1,COMPLEMENTARITY
5.3-6A,5.5.1-2,COMPLEMENTARITY
5.3-6B,5.1.1-1,COMPLEMENTARITY
5.3-6B,5.1.1-1.1,COMPLEMENTARITY
5.3-6B,5.1.1-2,COMPLEMENTARITY
5.3-6B,5.1.1-2.1,OVERLAP
5.3-6B,5.1.1-2.2,COMPLEMENTARITY
5.3-6B,5.1.2-1,COMPLEMENTARITY
5.3-6B,5.1.2-1.1,COMPLEMENTARITY
5.3-6B,5.1.2-2,OVERLAP
5.3-6B,5.1.2-3,COMPLEMENTARITY
5.3-6B,5.1.2-4,COMPLEMENTARITY
5.3-6B,5.1.2-5,COMPLEMENTARITY
5.3-6B,5.1.2-5.1,OVERLAP
5.3-6B,5.1.2-6,OVERLAP
5.3-6B,5.1.2-7,COMPLEMENTARITY
5.3-6B,5.1.3-1,COMPLEMENTARITY
5.3-6B,5.1.3-1.1,COMPLEMENTARITY
5.3-6B,5.1.3-1.2,COMPLEMENTARITY
5.3-6B,5.1.3-1.3,COMPLEMENTARITY
5.3-6B,5.1.3-2,COMPLEMENTARITY
5.3-6B,5.1.3-3,COMPLEMENTARITY
5.3-6B,5.1.3-4,COMPLEMENTARITY
5.3-6B,5.1.4-1,COMPLEMENTARITY
5.3-6B,5.1.4-2,COMPLEMENTARITY
5.3-6B,5.1.4-3,COMPLEMENTARITY
5.3-6B,5.1.4-4,COMPLEMENTARITY
5.3-6B,5.1.4-5,COMPLEMENTARITY
5.3-6B,5.2.1-1,COMPLEMENTARITY
5.3-6B,5.2.1-2,COMPLEMENTARITY
5.3-6B,5.2.1-3,COMPLEMENTARITY
5.3-6B,5.2.1-3.1,COMPLEMENTARITY
5.3-6B,5.2.1-4,COMPLEMENTARITY
5.3-6B,5.2.1-4.1,COMPLEMENTARITY
5.3-6B,5.2.1-4.2,COMPLEMENTARITY
5.3-6B,5.2.2-1,COMPLEMENTARITY
5.3-6B,5.2.2-2,COMPLEMENTARITY
5.3-6B,5.2.2-3,COMPLEMENTARITY
5.3-6B,5.2.2-4,COMPLEMENTARITY
5.3-6B,5.2.2-5,COMPLEMENTARITY
5.3-6B,5.2.2-6,COMPLEMENTARITY
5.3-6B,5.2.3-1,COMPLEMENTARITY
5.3-6B,5.2.3-2,COMPLEMENTARITY
5.3-6B,5.2.3-2.1,COMPLEMENTARITY
5.3-6B,5.2.3-2.2,COMPLEMENTARITY
5.3-6B,5.2.3-3,COMPLEMENTARITY
5.3-6B,5.2.3-4,COMPLEMENTARITY
5.3-6B,5.2.4-1,COMPLEMENTARITY
5.3-6B,5.2.4-1.1,COMPLEMENTARITY
5.3-6B,5.2.4-1.2,COMPLEMENTARITY
5.3-6B,5.2.4-2,NO_RELATION
5.3-6B,5.2.4-2.1,COMPLEMENTARITY
5.3-6B,5.2.4-3,COMPLEMENTARITY
5.3-6B,5.2.5-1,COMPLEMENTARITY
5.3-6B,5.2.5-2,COMPLEMENTARITY
5.3-6B,5.2.5-2.1,COMPLEMENTARITY
5.3-6B,5.2.5-3,COMPLEMENTARITY
5.3-6B,5.2.5-4,OVERLAP
5.3-6B,5.2.5-4.1,COMPLEMENTARITY
5.3-6B,5.3.1-1,COMPLEMENTARITY
5.3-6B,5.3.1-2,COMPLEMENTARITY
5.3-6B,5.3.1-2.1,COMPLEMENTARITY
5.3-6B,5.3.1-2.2,OVERLAP
5.3-6B,5.3.1-3,COMPLEMENTARITY
5.3-6B,5.4.1-1,OVERLAP
5.3-6B,5.4.1-1.1,OVERLAP
5.3-6B,5.4.1-2,COMPLEMENTARITY
5.3-6B,5.4.1-3,COMPLEMENTARITY
5.3-6B,5.4.2-1,COMPLEMENTARITY
5.3-6B,5.4.2-2,COMPLEMENTARITY
5.3-6B,5.4.2-3,COMPLEMENTARITY
5.3-6B,5.4.2-4,COMPLEMENTARITY
5.3-6B,5.5.1-1,COMPLEMENTARITY
5.3-6B,5.5.1-2,COMPLEMENTARITY
5.3-7,5.1.1-1,COMPLEMENTARITY
5.3-7,5.1.1-1.1,COMPLEMENTARITY
5.3-7,5.1.1-2,COMPLEMENTARITY
5.3-7,5.1.1-2.1,OVERLAP
5.3-7,5.1.1-2.2,COMPLEMENTARITY
5.3-7,5.1.2-1,COMPLEMENTARITY
5.3-7,5.1.2-1.1,OVERLAP
5.3-7,5.1.2-2,OVERLAP
5.3-7,5.1.2-3,COMPLEMENTARITY
5.3-7,5.1.2-4,COMPLEMENTARITY
5.3-7,5.1.2-5,OVERLAP
5.3-7,5.1.2-5.1,COMPLEMENTARITY
5.3-7,5.1.2-6,COMPLEMENTARITY
5.3-7,5.1.2-7,COMPLEMENTARITY
5.3-7,5.1.3-1,COMPLEMENTARITY
5.3-7,5.1.3-1.1,COMPLEMENTARITY
5.3-7,5.1.3-1.2,COMPLEMENTARITY
5.3-7,5.1.3-1.3,COMPLEMENTARITY
5.3-7,5.1.3-2,COMPLEMENTARITY
5.3-7,5.1.3-3,COMPLEMENTARITY
5.3-7,5.1.3-4,COMPLEMENTARITY
5.3-7,5.1.4-1,COMPLEMENTARITY
5.3-7,5.1.4-2,COMPLEMENTARITY
5.3-7,5.1.4-3,OVERLAP
5.3-7,5.1.4-4,COMPLEMENTARITY
5.3-7,5.1.4-5,COMPLEMENTARITY
5.3-7,5.2.1-1,COMPLEMENTARITY
5.3-7,5.2.1-2,OVERLAP
5.3-7,5.2.1-3,COMPLEMENTARITY
5.3-7,5.2.1-3.1,COMPLEMENTARITY
5.3-7,5.2.1-4,COMPLEMENTARITY
5.3-7,5.2.1-4.1,COMPLEMENTARITY
5.3-7,5.2.1-4.2,COMPLEMENTARITY
5.3-7,5.2.2-1,COMPLEMENTARITY
5.3-7,5.2.2-2,COMPLEMENTARITY
5.3-7,5.2.2-3,COMPLEMENTARITY
5.3-7,5.2.2-4,COMPLEMENTARITY
5.3-7,5.2.2-5,COMPLEMENTARITY
5.3-7,5.2.2-6,OVERLAP
5.3-7,5.2.3-1,COMPLEMENTARITY
5.3-7,5.2.3-2,COMPLEMENTARITY
5.3-7,5.2.3-2.1,COMPLEMENTARITY
5.3-7,5.2.3-2.2,COMPLEMENTARITY
5.3-7,5.2.3-3,COMPLEMENTARITY
5.3-7,5.2.3-4,COMPLEMENTARITY
5.3-7,5.2.4-1,COMPLEMENTARITY
5.3-7,5.2.4-1.1,COMPLEMENTARITY
5.3-7,5.2.4-1.2,COMPLEMENTARITY
5.3-7,5.2.4-2,COMPLEMENTARITY
5.3-7,5.2.4-2.1,NO_RELATION
5.3-7,5.2.4-3,COMPLEMENTARITY
5.3-7,5.2.5-1,COMPLEMENTARITY
5.3-7,5.2.5-2,COMPLEMENTARITY
5.3-7,5.2.5-2.1,COMPLEMENTARITY
5.3-7,5.2.5-3,NO_RELATION
5.3-7,5.2.5-4,COMPLEMENTARITY
5.3-7,5.2.5-4.1,COMPLEMENTARITY
5.3-7,5.3.1-1,COMPLEMENTARITY
5.3-7,5.3.1-2,COMPLEMENTARITY
5.3-7,5.3.1-2.1,COMPLEMENTARITY
5.3-7,5.3.1-2.2,COMPLEMENTARITY
5.3-7,5.3.1-3,COMPLEMENTARITY
5.3-7,5.4.1-1,OVERLAP
5.3-7,5.4.1-1.1,COMPLEMENTARITY
5.3-7,5.4.1-2,COMPLEMENTARITY
5.3-7,5.4.1-3,OVERLAP
5.3-7,5.4.2-1,COMPLEMENTARITY
5.3-7,5.4.2-2,COMPLEMENTARITY
5.3-7,5.4.2-3,COMPLEMENTARITY
5.3-7,5.4.2-4,COMPLEMENTARITY
5.3-7,5.5.1-1,COMPLEMENTARITY
5.3-7,5.5.1-2,COMPLEMENTARITY
5.3-8,5.1.1-1,COMPLEMENTARITY
5.3-8,5.1.1-1.1,NO_RELATION
5.3-8,5.1.1-2,COMPLEMENTARITY
5.3-8,5.1.1-2.1,COMPLEMENTARITY
5.3-8,5.1.1-2.2,COMPLEMENTARITY
5.3-8,5.1.2-1,COMPLEMENTARITY
5.3-8,5.1.2-1.1,COMPLEMENTARITY
5.3-8,5.1.2-2,OVERLAP
5.3-8,5.1.2-3,COMPLEMENTARITY
5.3-8,5.1.2-4,COMPLEMENTARITY
5.3-8,5.1.2-5,COMPLEMENTARITY
5.3-8,5.1.2-5.1,COMPLEMENTARITY
5.3-8,5.1.2-6,COMPLEMENTARITY
5.3-8,5.1.2-7,COMPLEMENTARITY
5.3-8,5.1.3-1,COMPLEMENTARITY
5.3-8,5.1.3-1.1,COMPLEMENTARITY
5.3-8,5.1.3-1.2,COMPLEMENTARITY
5.3-8,5.1.3-1.3,COMPLEMENTARITY
5.3-8,5.1.3-2,COMPLEMENTARITY
5.3-8,5.1.3-3,COMPLEMENTARITY
5.3-8,5.1.3-4,COMPLEMENTARITY
5.3-8,5.1.4-1,COMPLEMENTARITY
5.3-8,5.1.4-2,COMPLEMENTARITY
5.3-8,5.1.4-3,COMPLEMENTARITY
5.3-8,5.1.4-4,COMPLEMENTARITY
5.3-8,5.1.4-5,COMPLEMENTARITY
5.3-8,5.2.1-1,COMPLEMENTARITY
5.3-8,5.2.1-2,COMPLEMENTARITY
5.3-8,5.2.1-3,COMPLEMENTARITY
5.3-8,5.2.1-3.1,COMPLEMENTARITY
5.3-8,5.2.1-4,COMPLEMENTARITY
5.3-8,5.2.1-4.1,COMPLEMENTARITY
5.3-8,5.2.1-4.2,COMPLEMENTARITY
5.3-8,5.2.2-1,COMPLEMENTARITY
5.3-8,5.2.2-2,COMPLEMENTARITY
5.3-8,5.2.2-3,COMPLEMENTARITY
5.3-8,5.2.2-4,COMPLEMENTARITY
5.3-8,5.2.2-5,COMPLEMENTARITY
5.3-8,5.2.2-6,COMPLEMENTARITY
5.3-8,5.2.3-1,COMPLEMENTARITY
5.3-8,5.2.3-2,COMPLEMENTARITY
5.3-8,5.2.3-2.1,COMPLEMENTARITY
5.3-8,5.2.3-2.2,NO_RELATION
5.3-8,5.2.3-3,COMPLEMENTARITY
5.3-8,5.2.3-4,COMPLEMENTARITY
5.3-8,5.2.4-1,COMPLEMENTARITY
5.3-8,5.2.4-1.1,COMPLEMENTARITY
5.3-8,5.2.4-1.2,COMPLEMENTARITY
5.3-8,5.2.4-2,COMPLEMENTARITY
5.3-8,5.2.4-2.1,COMPLEMENTARITY
5.3-8,5.2.4-3,COMPLEMENTARITY
5.3-8,5.2.5-1,COMPLEMENTARITY
5.3-8,5.2.5-2,COMPLEMENTARITY
5.3-8,5.2.5-2.1,COMPLEMENTARITY
5.3-8,5.2.5-3,COMPLEMENTARITY
5.3-8,5.2.5-4,COMPLEMENTARITY
5.3-8,5.2.5-4.1,COMPLEMENTARITY
5.3-8,5.3.1-1,COMPLEMENTARITY
5.3-8,5.3.1-2,COMPLEMENTARITY
5.3-8,5.3.1-2.1,COMPLEMENTARITY
5.3-8,5.3.1-2.2,COMPLEMENTARITY
5.3-8,5.3.1-3,COMPLEMENTARITY
5.3-8,5.4.1-1,COMPLEMENTARITY
5.3-8,5.4.1-1.1,OVERLAP
5.3-8,5.4.1-2,COMPLEMENTARITY
5.3-8,5.4.1-3,COMPLEMENTARITY
5.3-8,5.4.2-1,COMPLEMENTARITY
5.3-8,5.4.2-2,COMPLEMENTARITY
5.3-8,5.4.2-3,COMPLEMENTARITY
5.3-8,5.4.2-4,COMPLEMENTARITY
5.3-8,5.5.1-1,COMPLEMENTARITY
5.3-8,5.5.1-2,COMPLEMENTARITY
5.3-9,5.1.1-1,COMPLEMENTARITY
5.3-9,5.1.1-1.1,OVERLAP
5.3-9,5.1.1-2,COMPLEMENTARITY
5.3-9,5.1.1-2.1,OVERLAP
5.3-9,5.1.1-2.2,COMPLEMENTARITY
5.3-9,5.1.2-1,OVERLAP
5.3-9,5.1.2-1.1,COMPLEMENTARITY
5.3-9,5.1.2-2,COMPLEMENTARITY
5.3-9,5.1.2-3,COMPLEMENTARITY
5.3-9,5.1.2-4,COMPLEMENTARITY
5.3-9,5.1.2-5,OVERLAP
5.3-9,5.1.2-5.1,OVERLAP
5.3-9,5.1.2-6,COMPLEMENTARITY
5.3-9,5.1.2-7,COMPLEMENTARITY
5.3-9,5.1.3-1,COMPLEMENTARITY
5.3-9,5.1.3-1.1,COMPLEMENTARITY
5.3-9,5.1.3-1.2,COMPLEMENTARITY
5.3-9,5.1.3-1.3,COMPLEMENTARITY
5.3-9,5.1.3-2,COMPLEMENTARITY
5.3-9,5.1.3-3,COMPLEMENTARITY
5.3-9,5.1.3-4,OVERLAP
5.3-9,5.1.4-1,COMPLEMENTARITY
5.3-9,5.1.4-2,COMPLEMENTARITY
5.3-9,5.1.4-3,OVERLAP
5.3-9,5.1.4-4,COMPLEMENTARITY
5.3-9,5.1.4-5,COMPLEMENTARITY
5.3-9,5.2.1-1,COMPLEMENTARITY
5.3-9,5.2.1-2,OVERLAP
5.3-9,5.2.1-3,COMPLEMENTARITY
5.3-9,5.2.1-3.1,COMPLEMENTARITY
5.3-9,5.2.1-4,COMPLEMENTARITY
5.3-9,5.2.1-4.1,COMPLEMENTARITY
5.3-9,5.2.1-4.2,COMPLEMENTARITY
5.3-9,5.2.2-1,OVERLAP
5.3-9,5.2.2-2,OVERLAP
5.3-9,5.2.2-3,OVERLAP
5.3-9,5.2.2-4,COMPLEMENTARITY
5.3-9,5.2.2-5,COMPLEMENTARITY
5.3-9,5.2.2-6,COMPLEMENTARITY
5.3-9,5.2.3-1,COMPLEMENTARITY
5.3-9,5.2.3-2,COMPLEMENTARITY
5.3-9,5.2.3-2.1,COMPLEMENTARITY
5.3-9,5.2.3-2.2,NO_RELATION
5.3-9,5.2.3-3,COMPLEMENTARITY
5.3-9,5.2.3-4,COMPLEMENTARITY
5.3-9,5.2.4-1,COMPLEMENTARITY
5.3-9,5.2.4-1.1,COMPLEMENTARITY
5.3-9,5.2.4-1.2,COMPLEMENTARITY
5.3-9,5.2.4-2,COMPLEMENTARITY
5.3-9,5.2.4-2.1,OVERLAP
5.3-9,5.2.4-3,COMPLEMENTARITY
5.3-9,5.2.5-1,COMPLEMENTARITY
5.3-9,5.2.5-2,COMPLEMENTARITY
5.3-9,5.2.5-2.1,COMPLEMENTARITY
5.3-9,5.2.5-3,COMPLEMENTARITY
5.3-9,5.2.5-4,OVERLAP
5.3-9,5.2.5-4.1,COMPLEMENTARITY
5.3-9,5.3.1-1,COMPLEMENTARITY
5.3-9,5.3.1-2,OVERLAP
5.3-9,5.3.1-2.1,COMPLEMENTARITY
5.3-9,5.3.1-2.2,COMPLEMENTARITY
5.3-9,5.3.1-3,OVERLAP
5.3-9,5.4.1-1,COMPLEMENTARITY
5.3-9,5.4.1-1.1,COMPLEMENTARITY
5.3-9,5.4.1-2,OVERLAP
5.3-9,5.4.1-3,COMPLEMENTARITY
5.3-9,5.4.2-1,COMPLEMENTARITY
5.3-9,5.4.2-2,COMPLEMENTARITY
5.3-9,5.4.2-3,COMPLEMENTARITY
5.3-9,5.4.2-4,COMPLEMENTARITY
5.3-9,5.5.1-1,COMPLEMENTARITY
5.3-9,5.5.1-2,OVERLAP
5.3-10,5.1.1-1,COMPLEMENTARITY
5.3-10,5.1.1-1.1,COMPLEMENTARITY
5.3-10,5.1.1-2,COMPLEMENTARITY
5.3-10,5.1.1-2.1,COMPLEMENTARITY
5.3-10,5.1.1-2.2,COMPLEMENTARITY
5.3-10,5.1.2-1,OVERLAP
5.3-10,5.1.2-1.1,COMPLEMENTARITY
5.3-10,5.1.2-2,COMPLEMENTARITY
5.3-10,5.1.2-3,OVERLAP
5.3-10,5.1.2-4,COMPLEMENTARITY
5.3-10,5.1.2-5,COMPLEMENTARITY
5.3-10,5.1.2-5.1,COMPLEMENTARITY
5.3-10,5.1.2-6,COMPLEMENTARITY
5.3-10,5.1.2-7,OVERLAP
5.3-10,5.1.3-1,COMPLEMENTARITY
5.3-10,5.1.3-1.1,OVERLAP
5.3-10,5.1.3-1.2,COMPLEMENTARITY
5.3-10,5.1.3-1.3,COMPLEMENTARITY
5.3-10,5.1.3-2,COMPLEMENTARITY
5.3-10,5.1.3-3,COMPLEMENTARITY
5.3-10,5.1.3-4,COMPLEMENTARITY
5.3-10,5.1.4-1,COMPLEMENTARITY
5.3-10,5.1.4-2,COMPLEMENTARITY
5.3-10,5.1.4-3,OVERLAP
5.3-10,5.1.4-4,COMPLEMENTARITY
5.3-10,5.1.4-5,OVERLAP
5.3-10,5.2.1-1,COMPLEMENTARITY
5.3-10,5.2.1-2,COMPLEMENTARITY
5.3-10,5.2.1-3,COMPLEMENTARITY
5.3-10,5.2.1-3.1,COMPLEMENTARITY
5.3-10,5.2.1-4,COMPLEMENTARITY
5.3-10,5.2.1-4.1,COMPLEMENTARITY
5.3-10,5.2.1-4.2,COMPLEMENTARITY
5.3-10,5.2.2-1,COMPLEMENTARITY
5.3-10,5.2.2-2,COMPLEMENTARITY
5.3-10,5.2.2-3,COMPLEMENTARITY
5.3-10,5.2.2-4,COMPLEMENTARITY
5.3-10,5.2.2-5,COMPLEMENTARITY
5.3-10,5.2.2-6,COMPLEMENTARITY
5.3-10,5.2.3-1,COMPLEMENTARITY
5.3-10,5.2.3-2,COMPLEMENTARITY
5.3-10,5.2.3-2.1,COMPLEMENTARITY
5.3-10,5.2.3-2.2,COMPLEMENTARITY
5.3-10,5.2.3-3,COMPLEMENTARITY
5.3-10,5.2.3-4,COMPLEMENTARITY
5.3-10,5.2.4-1,COMPLEMENTARITY
5.3-10,5.2.4-1.1,COMPLEMENTARITY
5.3-10,5.2.4-1.2,COMPLEMENTARITY
5.3-10,5.2.4-2,COMPLEMENTARITY
5.3-10,5.2.4-2.1,COMPLEMENTARITY
5.3-10,5.2.4-3,COMPLEMENTARITY
5.3-10,5.2.5-1,COMPLEMENTARITY
5.3-10,5.2.5-2,COMPLEMENTARITY
5.3-10,5.2.5-2.1,COMPLEMENTARITY
5.3-10,5.2.5-3,COMPLEMENTARITY
5.3-10,5.2.5-4,COMPLEMENTARITY
5.3-10,5.2.5-4.1,COMPLEMENTARITY
5.3-10,5.3.1-1,COMPLEMENTARITY
5.3-10,5.3.1-2,COMPLEMENTARITY
5.3-10,5.3.1-2.1,COMPLEMENTARITY
5.3-10,5.3.1-2.2,COMPLEMENTARITY
5.3-10,5.3.1-3,COMPLEMENTARITY
5.3-10,5.4.1-1,COMPLEMENTARITY
5.3-10,5.4.1-1.1,COMPLEMENTARITY
5.3-10,5.4.1-2,COMPLEMENTARITY
5.3-10,5.4.1-3,COMPLEMENTARITY
5.3-10,5.4.2-1,COMPLEMENTARITY
5.3-10,5.4.2-2,COMPLEMENTARITY
5.3-10,5.4.2-3,COMPLEMENTARITY
5.3-10,5.4.2-4,COMPLEMENTARITY
5.3-10,5.5.1-1,OVERLAP
5.3-10,5.5.1-2,OVERLAP
5.3-11,5.1.1-1,OVERLAP
5.3-11,5.1.1-1.1,OVERLAP
5.3-11,5.1.1-2,COMPLEMENTARITY
5.3-11,5.1.1-2.1,COMPLEMENTARITY
5.3-11,5.1.1-2.2,COMPLEMENTARITY
5.3-11,5.1.2-1,COMPLEMENTARITY
5.3-11,5.1.2-1.1,COMPLEMENTARITY
5.3-11,5.1.2-2,COMPLEMENTARITY
5.3-11,5.1.2-3,COMPLEMENTARITY
5.3-11,5.1.2-4,COMPLEMENTARITY
5.3-11,5.1.2-5,COMPLEMENTARITY
5.3-11,5.1.2-5.1,COMPLEMENTARITY
5.3-11,5.1.2-6,COMPLEMENTARITY
5.3-11,5.1.2-7,COMPLEMENTARITY
5.3-11,5.1.3-1,COMPLEMENTARITY
5.3-11,5.1.3-1.1,OVERLAP
5.3-11,5.1.3-1.2,COMPLEMENTARITY
5.3-11,5.1.3-1.3,COMPLEMENTARITY
5.3-11,5.1.3-2,COMPLEMENTARITY
5.3-11,5.1.3-3,OVERLAP
5.3-11,5.1.3-4,COMPLEMENTARITY
5.3-11,5.1.4-1,COMPLEMENTARITY
5.3-11,5.1.4-2,COMPLEMENTARITY
5.3-11,5.1.4-3,COMPLEMENTARITY
5.3-11,5.1.4-4,COMPLEMENTARITY
5.3-11,5.1.4-5,COMPLEMENTARITY
5.3-11,5.2.1-1,COMPLEMENTARITY
