src_id,tgt_id,gemini_embed_score,predicted_rel
5.3-16,5.2.5-4.1,0.7124,OVERLAP
5.6-4A,5.4.2-4,0.7123,OVERLAP
5.8-2,5.4.2-3,0.7122,OVERLAP
5.3-1,5.1.2-2,0.7122,OVERLAP
5.8-3,5.2.1-1,0.7121,OVERLAP
5.6-9,5.1.3-2,0.7121,OVERLAP
5.6-5,5.1.3-1.1,0.712,OVERLAP
5.3-16,5.2.1-4.1,0.712,OVERLAP
5.3-13,5.1.1-1,0.712,OVERLAP
5.5-6,5.2.3-1,0.7119,OVERLAP
5.12-3,5.2.3-2,0.7118,OVERLAP
5.11-3,5.1.4-5,0.7118,OVERLAP
5.1-1,5.3.1-2.2,0.7118,OVERLAP
5.3-13,5.3.1-2.1,0.7118,OVERLAP
5.2-3,5.1.2-5.1,0.7117,OVERLAP
5.4-3,5.2.1-1,0.7117,OVERLAP
5.5-7,5.2.5-4.1,0.7116,OVERLAP
5.8-1,5.1.3-1.1,0.7116,OVERLAP
5.7-2,5.1.3-1,0.7116,OVERLAP
5.1-4,5.2.2-1,0.7115,OVERLAP
5.4-2,5.1.3-1.1,0.7114,OVERLAP
5.5-5,5.4.2-3,0.7114,OVERLAP
5.3-10,5.1.2-7,0.7114,OVERLAP
5.4-3,5.2.3-2.1,0.7114,OVERLAP
5.6-5,5.3.1-2.2,0.7114,OVERLAP
5.1-4,5.4.1-1.1,0.7113,OVERLAP
5.5-5,5.4.2-1,0.7113,OVERLAP
5.5-2,5.2.5-4.1,0.7112,OVERLAP
5.1-3,5.5.1-1,0.7112,OVERLAP
5.7-1,5.4.1-1,0.7112,OVERLAP
5.8-2,5.4.1-1.1,0.7112,OVERLAP
5.1-2,5.2.2-5,0.7112,OVERLAP
5.3-7,5.1.1-2,0.7111,OVERLAP
5.3-14,5.3.1-2.1,0.7111,OVERLAP
5.1-2,5.1.2-3,0.711,OVERLAP
5.4-4,5.1.3-1.2,0.711,OVERLAP
5.2-2,5.1.3-3,0.711,OVERLAP
5.10-1,5.2.1-4,0.711,OVERLAP
5.6-9,5.2.5-2.1,0.7109,OVERLAP
5.5-6,5.2.2-4,0.7109,OVERLAP
5.3-1,5.1.2-4,0.7109,OVERLAP
5.12-2,5.2.3-1,0.7109,OVERLAP
5.1-3,5.3.1-3,0.7109,OVERLAP
5.2-1,5.5.1-1,0.7108,OVERLAP
5.1-3,5.2.4-1,0.7108,OVERLAP
5.3-15A,5.3.1-2.2,0.7108,OVERLAP
5.8-2,5.1.1-1,0.7108,OVERLAP
5.4-3,5.2.4-1.2,0.7108,OVERLAP
5.2-3,5.2.2-6,0.7108,OVERLAP
5.3-11,5.1.3-1,0.7107,OVERLAP
5.5-7,5.1.1-2.2,0.7107,OVERLAP
5.3-14,5.4.2-4,0.7107,OVERLAP
5.9-2,5.2.1-3.1,0.7106,OVERLAP
5.5-6,5.2.2-1,0.7106,OVERLAP
5.1-1,5.1.2-4,0.7106,OVERLAP
5.3-2,5.2.5-4.1,0.7106,OVERLAP
5.3-14,5.2.2-5,0.7105,OVERLAP
5.12-3,5.2.3-2.1,0.7105,OVERLAP
5.5-2,5.3.1-3,0.7105,OVERLAP
5.2-3,5.2.1-4,0.7104,OVERLAP
5.4-3,5.2.2-1,0.7103,OVERLAP
5.3-3,5.2.5-1,0.7103,OVERLAP
5.8-3,5.4.1-1,0.7103,OVERLAP
5.1-2,5.1.3-1.3,0.7103,OVERLAP
5.12-2,5.2.5-4.1,0.7103,OVERLAP
5.11-4,5.1.3-1,0.7103,OVERLAP
5.4-1,5.4.2-3,0.7102,OVERLAP
5.3-10,5.2.2-1,0.7102,OVERLAP
5.5-6,5.1.4-5,0.7102,OVERLAP
5.13-1B,5.4.1-1.1,0.7102,OVERLAP
5.12-2,5.2.1-3.1,0.7102,OVERLAP
5.6-4A,5.4.1-2,0.7102,OVERLAP
5.11-4,5.4.1-2,0.7102,OVERLAP
5.6-2,5.1.1-2,0.7101,OVERLAP
5.4-3,5.2.5-4,0.7101,OVERLAP
5.6-9,5.1.4-3,0.7101,OVERLAP
5.6-4A,5.2.5-2.1,0.7101,OVERLAP
5.1-5,5.1.4-3,0.7101,OVERLAP
5.3-6B,5.1.4-1,0.7101,OVERLAP
5.2-3,5.2.5-4.1,0.71,OVERLAP
5.6-2,5.1.3-1.1,0.71,OVERLAP
5.3-10,5.2.4-2,0.71,OVERLAP
5.1-3,5.1.4-5,0.7099,OVERLAP
5.0-1,5.4.2-3,0.7099,OVERLAP
5.7-1,5.2.2-4,0.7099,OVERLAP
5.13-1B,5.2.4-1.2,0.7098,OVERLAP
5.5-8,5.1.4-3,0.7098,OVERLAP
5.3-10,5.4.2-3,0.7098,OVERLAP
5.6-9,5.3.1-2.2,0.7098,OVERLAP
5.1-3,5.3.1-1,0.7098,OVERLAP
5.1-4,5.1.1-2,0.7097,OVERLAP
5.5-1,5.4.1-2,0.7097,OVERLAP
5.3-7,5.2.1-1,0.7097,OVERLAP
5.4-2,5.2.5-4.1,0.7097,OVERLAP
5.3-14,5.1.4-1,0.7097,OVERLAP
5.3-13,5.1.4-5,0.7096,OVERLAP
5.13-1A,5.1.2-2,0.7096,OVERLAP
5.3-14,5.5.1-1,0.7096,OVERLAP
5.4-3,5.1.2-4,0.7096,OVERLAP
5.6-8,5.1.1-1,0.7095,OVERLAP
5.6-1,5.1.3-1,0.7095,OVERLAP
5.2-3,5.1.4-2,0.7095,OVERLAP
5.3-10,5.1.2-1,0.7094,OVERLAP
5.8-2,5.2.5-2.1,0.7094,OVERLAP
5.5-8,5.2.5-4.1,0.7094,OVERLAP
5.3-16,5.2.3-1,0.7093,OVERLAP
5.7-1,5.2.4-1.2,0.7093,OVERLAP
5.3-9,5.3.1-2.2,0.7093,OVERLAP
5.8-2,5.2.2-2,0.7093,OVERLAP
5.1-5,5.2.5-2.1,0.7092,OVERLAP
5.12-2,5.3.1-1,0.7092,OVERLAP
5.8-1,5.2.2-3,0.7092,OVERLAP
5.12-3,5.2.1-2,0.7091,OVERLAP
5.3-1,5.2.3-2,0.7091,OVERLAP
5.13-1A,5.1.4-3,0.7091,OVERLAP
5.11-1,5.5.1-1,0.7091,OVERLAP
5.4-1,5.1.3-3,0.7091,OVERLAP
5.3-14,5.1.2-1,0.7091,OVERLAP
5.8-2,5.1.2-3,0.7091,OVERLAP
5.1-3,5.2.5-4.1,0.7091,OVERLAP
5.11-4,5.2.5-1,0.7091,OVERLAP
5.3-6B,5.3.1-1,0.709,OVERLAP
5.0-1,5.2.2-6,0.709,OVERLAP
5.6-9,5.2.4-1.1,0.709,OVERLAP
5.4-1,5.2.4-1.1,0.709,OVERLAP
5.5-6,5.1.3-2,0.709,OVERLAP
5.3-16,5.1.3-2,0.709,OVERLAP
5.6-8,5.2.1-4.1,0.7089,OVERLAP
5.10-1,5.1.3-1,0.7089,OVERLAP
5.1-2,5.4.1-2,0.7089,OVERLAP
5.3-12,5.4.1-3,0.7088,OVERLAP
5.4-2,5.2.4-2,0.7088,OVERLAP
5.1-3,5.1.2-5,0.7088,OVERLAP
5.8-1,5.1.3-2,0.7088,OVERLAP
5.4-1,5.1.3-1.1,0.7088,OVERLAP
5.1-4,5.1.3-1,0.7088,OVERLAP
5.3-7,5.1.2-4,0.7088,OVERLAP
5.3-7,5.1.3-3,0.7088,OVERLAP
5.2-3,5.2.2-5,0.7088,OVERLAP
5.1-4,5.2.3-2.2,0.7087,OVERLAP
5.1-5,5.4.1-1,0.7087,OVERLAP
5.5-5,5.3.1-1,0.7086,OVERLAP
5.3-4B,5.4.2-4,0.7085,OVERLAP
5.1-2,5.1.2-5,0.7085,OVERLAP
5.11-4,5.1.4-1,0.7085,OVERLAP
5.8-1,5.2.2-2,0.7085,OVERLAP
5.12-2,5.2.4-1,0.7084,OVERLAP
5.3-6B,5.1.3-2,0.7084,OVERLAP
5.8-3,5.5.1-2,0.7084,OVERLAP
5.3-6A,5.1.4-1,0.7084,OVERLAP
5.3-11,5.3.1-3,0.7084,OVERLAP
5.6-9,5.1.3-4,0.7083,OVERLAP
5.3-14,5.1.4-3,0.7083,OVERLAP
5.5-1,5.2.5-3,0.7083,OVERLAP
5.7-1,5.2.1-4.2,0.7083,OVERLAP
5.0-1,5.2.1-4.1,0.7083,OVERLAP
5.6-8,5.1.2-4,0.7082,OVERLAP
5.4-2,5.1.2-3,0.7082,OVERLAP
5.6-2,5.2.2-3,0.7082,OVERLAP
5.6-7,5.2.5-1,0.7082,OVERLAP
5.12-2,5.2.5-1,0.7082,OVERLAP
5.10-1,5.2.5-2.1,0.7082,OVERLAP
5.3-2,5.2.4-1,0.7082,OVERLAP
5.1-1,5.1.3-1,0.7081,OVERLAP
5.3-4B,5.2.1-2,0.7081,OVERLAP
5.4-1,5.3.1-2.2,0.7081,OVERLAP
5.8-3,5.1.3-4,0.7081,OVERLAP
5.8-3,5.2.3-2,0.7081,OVERLAP
5.6-4A,5.5.1-1,0.708,OVERLAP
5.11-2,5.5.1-2,0.7079,OVERLAP
5.2-3,5.2.3-2.1,0.7079,OVERLAP
5.3-13,5.2.3-2.1,0.7079,OVERLAP
5.13-1B,5.2.4-1.1,0.7078,OVERLAP
5.4-2,5.3.1-2.2,0.7078,OVERLAP
5.3-13,5.5.1-2,0.7078,OVERLAP
5.6-1,5.2.2-1,0.7077,OVERLAP
5.3-13,5.2.5-4.1,0.7077,OVERLAP
5.5-7,5.2.2-2,0.7077,OVERLAP
5.7-2,5.2.3-1,0.7076,OVERLAP
5.8-3,5.2.3-2.1,0.7076,OVERLAP
5.6-5,5.4.1-1.1,0.7076,OVERLAP
5.2-2,5.4.1-2,0.7076,OVERLAP
5.1-5,5.2.3-2.1,0.7076,OVERLAP
5.11-4,5.1.2-3,0.7076,OVERLAP
5.4-2,5.3.1-1,0.7076,OVERLAP
5.3-12,5.2.3-2.2,0.7076,OVERLAP
5.6-1,5.3.1-2.2,0.7075,OVERLAP
5.6-1,5.1.3-3,0.7075,OVERLAP
5.6-7,5.2.3-1,0.7075,OVERLAP
5.6-4A,5.1.1-1,0.7075,OVERLAP
5.7-1,5.1.4-3,0.7074,OVERLAP
5.1-3,5.1.2-3,0.7074,OVERLAP
5.3-1,5.2.3-2.1,0.7074,OVERLAP
5.1-4,5.3.1-1,0.7074,OVERLAP
5.5-7,5.1.3-1.1,0.7074,OVERLAP
5.5-7,5.2.3-1,0.7073,OVERLAP
5.12-3,5.5.1-1,0.7073,OVERLAP
5.3-8,5.2.3-2.2,0.7073,OVERLAP
5.7-1,5.2.3-2.1,0.7073,OVERLAP
5.6-3,5.1.3-1,0.7073,OVERLAP
5.12-3,5.2.2-1,0.7072,OVERLAP
5.8-3,5.1.4-3,0.7072,OVERLAP
5.5-1,5.1.1-2.2,0.7072,OVERLAP
5.1-2,5.4.2-1,0.7072,OVERLAP
5.6-5,5.2.5-1,0.7072,OVERLAP
5.4-1,5.1.4-5,0.7072,OVERLAP
5.3-4A,5.4.1-1.1,0.7072,OVERLAP
5.2-2,5.3.1-3,0.7072,OVERLAP
5.3-3,5.2.3-1,0.7072,OVERLAP
5.3-4A,5.1.3-1.1,0.7071,OVERLAP
5.5-7,5.2.5-2.1,0.7071,OVERLAP
5.3-12,5.2.2-4,0.7071,OVERLAP
5.2-3,5.1.2-3,0.7071,OVERLAP
5.8-3,5.1.4-2,0.707,OVERLAP
5.3-16,5.5.1-2,0.707,OVERLAP
5.3-9,5.2.5-1,0.707,OVERLAP
5.2-1,5.2.2-1,0.7069,OVERLAP
5.1-1,5.2.5-2.1,0.7069,OVERLAP
5.3-12,5.3.1-2,0.7069,OVERLAP
5.5-1,5.1.1-2,0.7069,OVERLAP
5.11-4,5.2.3-1,0.7069,OVERLAP
5.8-3,5.4.2-3,0.7069,OVERLAP
5.3-14,5.1.1-2,0.7069,OVERLAP
5.3-1,5.4.2-3,0.7069,OVERLAP
5.13-1B,5.4.1-2,0.7068,OVERLAP
5.4-1,5.5.1-1,0.7068,OVERLAP
5.3-11,5.3.1-1,0.7068,OVERLAP
5.7-1,5.4.2-3,0.7067,OVERLAP
5.4-2,5.2.2-2,0.7067,OVERLAP
5.6-1,5.1.3-1.1,0.7067,OVERLAP
5.5-7,5.3.1-3,0.7066,OVERLAP
5.4-2,5.2.3-2,0.7066,OVERLAP
5.2-3,5.2.2-2,0.7065,OVERLAP
5.6-5,5.1.2-1,0.7065,OVERLAP
5.7-1,5.1.3-1,0.7065,OVERLAP
5.3-10,5.1.4-1,0.7065,OVERLAP
5.3-16,5.3.1-2,0.7065,OVERLAP
5.4-2,5.4.2-4,0.7064,OVERLAP
5.6-8,5.1.3-3,0.7064,OVERLAP
5.8-1,5.1.2-1,0.7064,OVERLAP
5.6-1,5.1.2-4,0.7064,OVERLAP
5.11-3,5.2.3-2.2,0.7064,OVERLAP
5.5-1,5.2.1-1,0.7064,OVERLAP
5.1-3,5.3.1-2.2,0.7064,OVERLAP
5.3-6A,5.3.1-1,0.7064,OVERLAP
5.6-2,5.2.3-2.1,0.7064,OVERLAP
5.7-1,5.2.2-6,0.7064,OVERLAP
5.3-4A,5.1.1-2.1,0.7064,OVERLAP
5.3-2,5.2.5-2.1,0.7064,OVERLAP
5.1-1,5.1.1-2.2,0.7063,OVERLAP
5.3-15B,5.1.4-2,0.7063,OVERLAP
5.5-6,5.1.3-1.3,0.7063,OVERLAP
5.1-4,5.1.1-1,0.7063,OVERLAP
5.5-2,5.3.1-2.2,0.7063,OVERLAP
5.4-1,5.4.1-1.1,0.7062,OVERLAP
5.4-3,5.2.4-2,0.7062,OVERLAP
5.3-2,5.2.4-1.1,0.7062,OVERLAP
5.3-2,5.1.4-3,0.7061,OVERLAP
5.5-6,5.4.2-1,0.7061,OVERLAP
5.8-2,5.2.2-1,0.7061,OVERLAP
5.12-2,5.2.2-6,0.706,OVERLAP
5.3-10,5.1.1-2.2,0.706,OVERLAP
5.5-7,5.3.1-1,0.706,OVERLAP
5.2-3,5.1.4-3,0.706,OVERLAP
5.3-8,5.2.3-2,0.706,OVERLAP
5.3-15A,5.4.1-1,0.7059,OVERLAP
5.7-2,5.1.2-4,0.7059,OVERLAP
5.3-4B,5.2.4-1.1,0.7059,OVERLAP
5.2-2,5.3.1-2.2,0.7059,OVERLAP
5.7-1,5.1.2-1,0.7059,OVERLAP
5.6-3,5.2.1-1,0.7059,OVERLAP
5.12-2,5.1.2-4,0.7059,OVERLAP
5.6-3,5.4.2-3,0.7059,OVERLAP
5.7-1,5.2.5-4.1,0.7058,OVERLAP
5.4-3,5.2.2-2,0.7058,OVERLAP
5.5-8,5.2.4-2,0.7058,OVERLAP
5.8-2,5.1.2-1,0.7058,OVERLAP
5.6-5,5.1.4-1,0.7058,OVERLAP
5.5-1,5.1.4-5,0.7057,OVERLAP
5.6-9,5.1.1-1,0.7056,OVERLAP
5.3-1,5.2.4-1.2,0.7056,OVERLAP
5.5-6,5.1.2-5,0.7056,OVERLAP
5.3-7,5.2.1-4.1,0.7056,OVERLAP
5.4-3,5.2.5-2.1,0.7056,OVERLAP
5.3-3,5.2.5-4.1,0.7056,OVERLAP
5.3-16,5.1.3-1,0.7055,OVERLAP
5.1-3,5.4.1-1.1,0.7055,OVERLAP
5.3-8,5.1.3-1.1,0.7055,OVERLAP
5.3-2,5.1.4-5,0.7055,OVERLAP
5.8-2,5.1.2-6,0.7055,OVERLAP
5.6-2,5.4.1-1.1,0.7055,OVERLAP
5.6-9,5.1.2-1,0.7053,OVERLAP
5.13-1B,5.1.1-1,0.7053,OVERLAP
5.1-5,5.1.4-5,0.7053,OVERLAP
5.2-1,5.2.1-3,0.7053,OVERLAP
5.12-1,5.1.4-1,0.7052,OVERLAP
5.8-2,5.1.4-3,0.7052,OVERLAP
5.1-5,5.2.1-4.2,0.7051,OVERLAP
5.1-1,5.3.1-3,0.7051,OVERLAP
5.3-2,5.1.1-2.2,0.7051,OVERLAP
5.3-4B,5.3.1-1,0.7051,OVERLAP
5.0-1,5.3.1-2.2,0.7051,OVERLAP
5.6-8,5.1.4-1,0.7051,OVERLAP
5.3-15A,5.4.1-1.1,0.7051,OVERLAP
5.12-1,5.3.1-3,0.705,OVERLAP
5.3-10,5.3.1-1,0.705,OVERLAP
5.3-13,5.1.1-2,0.705,OVERLAP
5.5-8,5.5.1-2,0.7049,OVERLAP
5.1-1,5.2.3-2,0.7049,OVERLAP
5.8-2,5.1.2-1.1,0.7049,OVERLAP
5.2-1,5.2.4-1.2,0.7049,OVERLAP
5.6-2,5.2.4-1.1,0.7048,OVERLAP
5.3-8,5.1.2-4,0.7048,OVERLAP
5.5-8,5.2.2-2,0.7048,OVERLAP
5.4-3,5.2.3-2,0.7048,OVERLAP
5.6-2,5.1.2-7,0.7048,OVERLAP
5.11-4,5.1.2-2,0.7048,OVERLAP
5.11-3,5.1.4-2,0.7047,OVERLAP
5.7-2,5.2.4-3,0.7047,OVERLAP
5.3-6A,5.1.3-1.1,0.7047,OVERLAP
5.6-9,5.2.2-3,0.7047,OVERLAP
5.6-1,5.1.3-2,0.7047,OVERLAP
5.8-3,5.2.4-1,0.7046,OVERLAP
5.12-2,5.2.1-2,0.7046,OVERLAP
5.3-8,5.2.3-1,0.7046,OVERLAP
5.5-7,5.5.1-1,0.7046,OVERLAP
5.11-3,5.4.1-1.1,0.7046,OVERLAP
5.3-13,5.1.4-3,0.7046,OVERLAP
5.8-3,5.1.2-3,0.7045,OVERLAP
5.4-2,5.2.4-1.2,0.7045,OVERLAP
5.1-5,5.2.5-4.1,0.7045,OVERLAP
5.3-6A,5.3.1-3,0.7045,OVERLAP
5.3-2,5.1.4-1,0.7045,OVERLAP
5.3-14,5.5.1-2,0.7045,OVERLAP
5.5-2,5.1.4-1,0.7045,OVERLAP
5.6-3,5.1.2-2,0.7044,OVERLAP
5.3-10,5.2.4-1,0.7044,OVERLAP
5.4-4,5.4.2-4,0.7044,OVERLAP
5.1-1,5.1.2-2,0.7044,OVERLAP
5.1-1,5.3.1-1,0.7044,OVERLAP
5.5-8,5.2.4-1.2,0.7043,OVERLAP
5.1-4,5.2.1-4.1,0.7043,OVERLAP
5.8-1,5.2.5-2.1,0.7043,OVERLAP
5.2-1,5.2.5-3,0.7043,OVERLAP
5.4-3,5.4.1-1.1,0.7043,OVERLAP
5.6-1,5.2.3-1,0.7043,OVERLAP
5.5-7,5.2.1-4.1,0.7042,OVERLAP
5.3-4B,5.1.1-2.1,0.7042,OVERLAP
5.5-1,5.1.2-2,0.7042,OVERLAP
5.12-3,5.2.5-4,0.7042,OVERLAP
5.11-1,5.3.1-2.2,0.7042,OVERLAP
5.1-1,5.2.5-4.1,0.7042,OVERLAP
5.5-8,5.3.1-1,0.7041,OVERLAP
5.3-12,5.1.4-5,0.7041,OVERLAP
5.0-1,5.2.3-1,0.7041,OVERLAP
5.8-3,5.3.1-2.1,0.7041,OVERLAP
5.7-1,5.2.1-3.1,0.704,OVERLAP
5.1-1,5.2.1-4.2,0.704,OVERLAP
5.3-12,5.2.5-3,0.704,OVERLAP
5.2-3,5.2.1-4.2,0.704,OVERLAP
5.5-6,5.4.1-1,0.7039,OVERLAP
5.6-3,5.1.3-3,0.7039,OVERLAP
5.1-2,5.1.3-1.2,0.7039,OVERLAP
5.3-2,5.5.1-1,0.7039,OVERLAP
5.8-1,5.2.3-2.1,0.7038,OVERLAP
5.1-1,5.1.3-2,0.7038,OVERLAP
5.6-3,5.2.2-2,0.7038,OVERLAP
5.3-4B,5.5.1-2,0.7038,OVERLAP
5.6-8,5.2.5-2.1,0.7038,OVERLAP
5.1-5,5.4.2-1,0.7038,OVERLAP
5.3-16,5.2.5-4,0.7037,OVERLAP
5.3-7,5.2.3-2,0.7037,OVERLAP
5.3-4B,5.2.3-2,0.7037,OVERLAP
5.12-3,5.1.1-1,0.7037,OVERLAP
5.11-4,5.1.3-3,0.7037,OVERLAP
5.12-3,5.2.5-2,0.7036,OVERLAP
5.3-4B,5.2.5-2.1,0.7036,OVERLAP
5.6-9,5.1.1-2,0.7036,OVERLAP
5.3-4B,5.1.2-1,0.7036,OVERLAP
5.5-1,5.4.1-1.1,0.7036,OVERLAP
5.8-3,5.1.3-3,0.7036,OVERLAP
5.3-16,5.4.1-2,0.7036,OVERLAP
5.4-1,5.2.2-3,0.7035,OVERLAP
5.6-4A,5.1.4-1,0.7035,OVERLAP
5.3-5,5.3.1-3,0.7035,OVERLAP
5.1-3,5.1.3-1.1,0.7034,OVERLAP
5.0-1,5.1.4-4,0.7034,OVERLAP
5.7-1,5.2.3-2,0.7034,OVERLAP
5.11-4,5.1.4-3,0.7034,OVERLAP
5.4-2,5.1.4-1,0.7034,OVERLAP
5.3-6A,5.2.3-1,0.7034,OVERLAP
5.8-2,5.2.4-1.1,0.7033,OVERLAP
5.5-2,5.2.1-4.2,0.7033,OVERLAP
5.1-4,5.3.1-3,0.7033,OVERLAP
5.5-2,5.1.4-5,0.7033,OVERLAP
5.2-1,5.3.1-2,0.7033,OVERLAP
5.3-13,5.2.1-4.1,0.7033,OVERLAP
5.6-6,5.1.3-1.2,0.7032,OVERLAP
5.0-1,5.3.1-3,0.7032,OVERLAP
5.6-4A,5.2.4-3,0.7032,OVERLAP
5.2-3,5.2.4-1,0.7031,OVERLAP
5.6-3,5.2.3-1,0.7031,OVERLAP
5.4-2,5.3.1-3,0.7031,OVERLAP
5.3-4B,5.2.4-1,0.7031,OVERLAP
5.4-1,5.1.2-2,0.7031,OVERLAP
5.3-2,5.4.2-3,0.7031,OVERLAP
5.1-5,5.1.3-1.1,0.703,OVERLAP
5.4-1,5.3.1-1,0.703,OVERLAP
5.3-2,5.2.2-1,0.703,OVERLAP
5.8-2,5.4.2-4,0.703,OVERLAP
5.7-2,5.2.3-2,0.703,OVERLAP
5.4-3,5.2.4-1.1,0.7029,OVERLAP
5.3-12,5.2.3-2.1,0.7029,OVERLAP
5.5-2,5.1.3-1.2,0.7029,OVERLAP
5.11-2,5.4.2-4,0.7029,OVERLAP
5.6-1,5.1.2-6,0.7029,OVERLAP
5.1-4,5.1.3-2,0.7028,OVERLAP
5.3-12,5.3.1-2.1,0.7028,OVERLAP
5.2-3,5.2.1-3,0.7028,OVERLAP
5.3-9,5.4.1-1.1,0.7028,OVERLAP
5.6-1,5.5.1-2,0.7028,OVERLAP
5.4-2,5.1.2-7,0.7027,OVERLAP
5.3-14,5.4.2-3,0.7027,OVERLAP
5.3-13,5.2.5-3,0.7027,OVERLAP
5.3-6B,5.2.1-4.1,0.7027,OVERLAP
5.6-3,5.2.1-4,0.7027,OVERLAP
5.8-3,5.1.1-2.2,0.7027,OVERLAP
5.6-8,5.1.2-6,0.7027,OVERLAP
5.3-13,5.1.3-3,0.7027,OVERLAP
5.2-1,5.1.4-1,0.7027,OVERLAP
5.6-7,5.1.1-2.2,0.7026,OVERLAP
5.5-6,5.2.5-2.1,0.7026,OVERLAP
5.3-1,5.2.1-3.1,0.7026,OVERLAP
5.9-1,5.1.4-1,0.7026,OVERLAP
5.4-4,5.2.4-1,0.7025,OVERLAP
5.8-1,5.1.1-2.2,0.7025,OVERLAP
5.3-16,5.2.2-1,0.7025,OVERLAP
5.3-10,5.2.1-4.2,0.7024,OVERLAP
5.8-1,5.1.2-4,0.7024,OVERLAP
5.3-1,5.1.3-2,0.7024,OVERLAP
5.8-1,5.3.1-3,0.7023,OVERLAP
5.12-3,5.1.3-1.2,0.7023,OVERLAP
5.2-1,5.2.1-4.2,0.7023,OVERLAP
5.3-13,5.1.4-1,0.7023,OVERLAP
5.5-7,5.2.1-2,0.7023,OVERLAP
5.8-3,5.1.3-2,0.7023,OVERLAP
5.3-10,5.2.2-2,0.7022,OVERLAP
5.5-6,5.1.1-2.2,0.7022,OVERLAP
5.1-3,5.1.3-2,0.7022,OVERLAP
5.3-6B,5.4.1-1.1,0.7022,OVERLAP
5.6-4A,5.2.2-6,0.7021,OVERLAP
5.3-16,5.2.1-4,0.7021,OVERLAP
5.1-1,5.1.2-1,0.702,OVERLAP
5.1-1,5.2.2-6,0.702,OVERLAP
5.4-1,5.2.5-2.1,0.7019,OVERLAP
5.2-1,5.2.3-4,0.7019,OVERLAP
5.7-1,5.1.1-2.2,0.7019,OVERLAP
5.6-9,5.2.4-1.2,0.7019,OVERLAP
5.5-6,5.2.2-2,0.7019,OVERLAP
5.6-2,5.1.1-2.2,0.7018,OVERLAP
5.5-6,5.2.3-2.1,0.7018,OVERLAP
5.6-8,5.5.1-1,0.7018,OVERLAP
5.3-10,5.1.2-3,0.7017,OVERLAP
5.3-6B,5.1.4-4,0.7017,OVERLAP
5.11-3,5.2.1-4.1,0.7017,OVERLAP
5.5-1,5.5.1-1,0.7017,OVERLAP
5.5-5,5.2.4-3,0.7017,OVERLAP
5.13-1B,5.1.2-6,0.7017,OVERLAP
5.2-1,5.4.2-4,0.7017,OVERLAP
5.6-2,5.1.1-1,0.7016,OVERLAP
5.12-1,5.4.2-3,0.7016,OVERLAP
5.7-2,5.2.5-1,0.7016,OVERLAP
5.3-14,5.2.1-3,0.7016,OVERLAP
5.1-5,5.1.1-1,0.7016,OVERLAP
5.5-2,5.2.4-1,0.7015,OVERLAP
5.3-3,5.1.2-4,0.7015,OVERLAP
5.2-1,5.5.1-2,0.7015,OVERLAP
5.5-5,5.2.2-6,0.7015,OVERLAP
5.3-10,5.2.1-3,0.7015,OVERLAP
5.3-6A,5.1.4-3,0.7015,OVERLAP
5.13-1B,5.1.1-2,0.7014,OVERLAP
5.4-3,5.1.2-2,0.7014,OVERLAP
5.5-2,5.1.3-2,0.7014,OVERLAP
5.13-1B,5.1.3-1.3,0.7014,OVERLAP
5.7-1,5.2.1-4,0.7014,OVERLAP
5.12-1,5.4.1-1.1,0.7014,OVERLAP
5.11-4,5.1.2-6,0.7013,OVERLAP
5.5-6,5.1.3-1.1,0.7013,OVERLAP
5.7-1,5.2.1-4.1,0.7013,OVERLAP
5.6-5,5.2.3-2,0.7013,OVERLAP
5.6-4A,5.3.1-1,0.7013,OVERLAP
5.10-1,5.2.5-1,0.7012,OVERLAP
5.3-16,5.1.4-1,0.7012,OVERLAP
5.5-7,5.2.1-1,0.7012,OVERLAP
5.6-2,5.4.1-2,0.7012,OVERLAP
5.2-3,5.2.1-3.1,0.7012,OVERLAP
5.6-4A,5.2.4-2,0.7012,OVERLAP
5.8-2,5.2.4-2,0.7012,OVERLAP
5.3-13,5.4.2-4,0.7012,OVERLAP
5.8-1,5.2.4-1,0.7012,OVERLAP
5.5-6,5.3.1-2.2,0.7012,OVERLAP
5.7-2,5.1.2-2,0.7011,OVERLAP
5.6-5,5.1.2-4,0.7011,OVERLAP
5.3-4A,5.2.1-2,0.7011,OVERLAP
5.1-3,5.1.4-2,0.701,OVERLAP
5.3-4B,5.4.1-3,0.701,OVERLAP
5.12-1,5.2.3-1,0.701,OVERLAP
5.6-2,5.2.5-3,0.701,OVERLAP
5.1-5,5.1.2-7,0.701,OVERLAP
5.5-5,5.1.3-1.2,0.7009,OVERLAP
5.5-5,5.1.2-3,0.7009,OVERLAP
5.3-11,5.2.5-1,0.7009,OVERLAP
5.7-2,5.4.1-1.1,0.7009,OVERLAP
5.3-16,5.1.2-3,0.7009,OVERLAP
5.6-2,5.4.2-4,0.7009,OVERLAP
5.13-1B,5.2.2-5,0.7009,OVERLAP
5.5-5,5.2.4-1,0.7008,OVERLAP
5.6-3,5.4.1-1,0.7008,OVERLAP
5.3-14,5.2.1-4,0.7008,OVERLAP
5.6-5,5.2.1-2,0.7008,OVERLAP
5.6-9,5.1.3-1.3,0.7008,OVERLAP
5.0-1,5.2.4-1,0.7008,OVERLAP
5.5-1,5.2.4-1,0.7008,OVERLAP
5.2-2,5.1.1-2.1,0.7008,OVERLAP
5.1-5,5.3.1-2.2,0.7008,OVERLAP
